U I Ig I' I'g I'' I''g
7.000000 2.736147 2.738251 0.213234 0.226511 -0.027845 -0.028741
7.100000 2.748198 2.760914 0.218734 0.223887 -0.017922 -0.027044
7.200000 2.779090 2.781826 0.215365 0.222699 -0.016286 -0.025510
7.300000 2.830185 2.804194 0.224621 0.220246 -0.031059 -0.024770
7.400000 2.825539 2.826048 0.201827 0.216919 -0.026777 -0.024062
7.500000 2.839826 2.845143 0.204289 0.214921 -0.022750 -0.022415
7.600000 2.891343 2.867230 0.220363 0.212237 -0.024646 -0.021578
7.700000 2.870145 2.888506 0.205527 0.210089 -0.020974 -0.021175
7.800000 2.935912 2.908511 0.199092 0.207838 -0.027714 -0.019910
7.900000 2.943808 2.928757 0.210705 0.204900 -0.020357 -0.018726
8.000000 2.922327 2.950327 0.207368 0.203979 -0.003800 -0.018009
8.100000 2.956298 2.970191 0.202460 0.203643 -0.007373 -0.017232
8.200000 3.000031 2.991144 0.214014 0.202344 -0.015178 -0.017364
8.300000 3.035894 3.012334 0.195868 0.200667 -0.020802 -0.017681
8.400000 3.044703 3.030655 0.193091 0.198382 -0.019736 -0.016903
8.500000 3.048853 3.051238 0.202994 0.196907 -0.010496 -0.016547
8.600000 3.060017 3.070672 0.185347 0.195950 -0.015604 -0.015942
8.700000 3.105925 3.088876 0.193743 0.193809 -0.019883 -0.014851
8.800000 3.106829 3.109337 0.197962 0.192323 -0.009303 -0.014557
8.900000 3.114254 3.128067 0.183857 0.191750 -0.007560 -0.014205
9.000000 3.161554 3.146652 0.193103 0.190639 -0.012118 -0.013905
9.100000 3.153276 3.166766 0.206178 0.189407 -0.011532 -0.014384
9.200000 3.188207 3.187205 0.191453 0.188121 -0.020690 -0.014832
9.300000 3.224083 3.205082 0.180141 0.185447 -0.022951 -0.014852
9.400000 3.214926 3.223434 0.176636 0.183784 -0.014721 -0.014507
9.500000 3.257795 3.240430 0.170858 0.182252 -0.019304 -0.013539
9.600000 3.247924 3.258026 0.184193 0.180232 -0.010047 -0.013160
9.700000 3.273628 3.276790 0.175403 0.180193 -0.001721 -0.013080
9.800000 3.299825 3.293281 0.174319 0.179366 -0.014800 -0.012299
9.900000 3.329260 3.311984 0.187055 0.177394 -0.020335 -0.012165
10.000000 3.334074 3.330398 0.187373 0.175599 -0.014057 -0.012581
10.100000 3.344739 3.349260 0.181499 0.174458 -0.013851 -0.012570
10.200000 3.385510 3.366639 0.175456 0.172748 -0.016782 -0.012487
10.300000 3.375451 3.384116 0.157850 0.171203 -0.015595 -0.011580
10.400000 3.421285 3.398696 0.160954 0.169695 -0.013550 -0.010182
10.500000 3.401622 3.416296 0.160924 0.168750 0.000590 -0.009333
10.600000 3.418370 3.430936 0.160561 0.169388 -0.002544 -0.008109
10.700000 3.454055 3.448926 0.184534 0.168043 -0.013921 -0.008002
10.800000 3.452237 3.467060 0.176381 0.167088 -0.003481 -0.009152
10.900000 3.499596 3.483849 0.156543 0.167050 -0.006503 -0.008973
11.000000 3.500943 3.498662 0.146168 0.165623 -0.016296 -0.007451
11.100000 3.557655 3.513891 0.169138 0.164126 -0.011886 -0.006566
11.200000 3.518242 3.531999 0.170261 0.163248 -0.009779 -0.006484
11.300000 3.555210 3.547577 0.159008 0.162318 -0.001650 -0.006034
11.400000 3.530275 3.563839 0.148478 0.162900 0.006407 -0.005229
11.500000 3.584519 3.577797 0.156799 0.163323 0.003114 -0.004271
11.600000 3.565239 3.595583 0.184257 0.163599 0.006388 -0.004441
11.700000 3.625702 3.613376 0.155937 0.164168 -0.007795 -0.004461
11.800000 3.654457 3.627361 0.155346 0.161994 -0.025876 -0.003325
11.900000 3.652377 3.644892 0.173524 0.159836 -0.011037 -0.003418
12.000000 3.640352 3.661295 0.157083 0.159993 0.011627 -0.003583
12.100000 3.653876 3.676621 0.155935 0.161410 0.004534 -0.002991
12.200000 3.725008 3.692694 0.163077 0.160632 -0.012133 -0.003216
12.300000 3.712650 3.708963 0.155929 0.159505 -0.007324 -0.003137
12.400000 3.716940 3.724339 0.170073 0.159314 0.001311 -0.003215
12.500000 3.714410 3.742663 0.169834 0.159657 0.006567 -0.004129
12.600000 3.775134 3.758206 0.166711 0.160272 -0.002982 -0.004577
12.700000 3.792014 3.776104 0.172518 0.159289 -0.002968 -0.005373
12.800000 3.747735 3.791818 0.138869 0.159949 0.009936 -0.005085
12.900000 3.820390 3.804532 0.131070 0.160630 -0.005443 -0.002951
13.000000 3.844063 3.818988 0.159847 0.159082 -0.009948 -0.002213
13.100000 3.822787 3.836182 0.175913 0.158885 -0.003883 -0.003600
13.200000 3.895191 3.853195 0.152806 0.157925 -0.016609 -0.004243
13.300000 3.859888 3.867093 0.146590 0.156037 -0.008113 -0.003467
13.400000 3.878100 3.882909 0.155005 0.156230 -0.003287 -0.003049
13.500000 3.915086 3.897982 0.155665 0.155054 -0.012795 -0.002960
13.600000 3.910932 3.914307 0.169729 0.154008 -0.006286 -0.003484
13.700000 3.941097 3.931485 0.163599 0.153616 -0.010317 -0.004208
13.800000 3.955684 3.947254 0.169801 0.152266 -0.001749 -0.004943
13.900000 3.921466 3.965236 0.169655 0.153500 0.018930 -0.006154
14.000000 3.955943 3.980554 0.141011 0.155177 0.004463 -0.005758
14.100000 4.001421 3.994299 0.152947 0.154190 -0.017502 -0.004870
14.200000 4.011155 4.010547 0.135782 0.152434 -0.008975 -0.004547
14.300000 4.016859 4.021640 0.123423 0.152559 0.004169 -0.002873
14.400000 4.044784 4.036339 0.159970 0.152896 0.001463 -0.002127
14.500000 4.033492 4.052533 0.145393 0.152885 0.003170 -0.002177
14.600000 4.057235 4.065729 0.147854 0.153284 -0.004442 -0.001366
14.700000 4.135863 4.082283 0.158483 0.151855 -0.018188 -0.001216
14.800000 4.123163 4.096918 0.144167 0.149988 -0.018394 -0.000732
14.900000 4.125356 4.111868 0.164783 0.148342 -0.015499 -0.000752
15.000000 4.142071 4.129404 0.166293 0.147258 0.002872 -0.002353
15.100000 4.132710 4.144431 0.139126 0.148615 0.008694 -0.002583
15.200000 4.163983 4.157875 0.139035 0.148722 0.002917 -0.001208
15.300000 4.128143 4.172682 0.155426 0.149622 0.018529 -0.000716
15.400000 4.168582 4.188566 0.153674 0.151811 0.007570 -0.001162
15.500000 4.218164 4.203452 0.154760 0.151093 -0.004339 -0.001667
15.600000 4.192201 4.219628 0.164046 0.151411 0.004231 -0.002375
15.700000 4.258577 4.235461 0.139721 0.151625 -0.003135 -0.002309
15.800000 4.248430 4.247784 0.124391 0.150987 -0.000154 -0.001026
15.900000 4.269625 4.261037 0.135250 0.151470 -0.002179 0.000322
16.000000 4.289729 4.274963 0.146881 0.150354 -0.014680 0.001183
16.100000 4.271515 4.290596 0.169510 0.149173 -0.000369 0.000517
16.200001 4.283733 4.307999 0.155193 0.150227 0.011368 -0.000376
16.299999 4.322104 4.321910 0.154676 0.150900 0.001371 -0.000545
16.400000 4.350431 4.339242 0.169401 0.150528 -0.005215 -0.002054
16.500000 4.357388 4.354931 0.144897 0.149937 -0.009138 -0.002943
16.600000 4.373177 4.368892 0.152058 0.148782 -0.011702 -0.002817
16.700001 4.389740 4.385235 0.152355 0.147897 -0.003045 -0.003291
16.799999 4.394637 4.399202 0.145094 0.148254 0.008763 -0.003151
16.900000 4.401476 4.414586 0.154296 0.149360 0.009896 -0.003098
17.000000 4.417809 4.429590 0.141350 0.149967 0.002580 -0.003016
17.100000 4.470357 4.443181 0.141487 0.149730 -0.011103 -0.001957
17.200001 4.498172 4.458339 0.161273 0.148121 -0.010062 -0.001897
17.299999 4.456111 4.474792 0.153154 0.147914 -0.000622 -0.002812
17.400000 4.492125 4.488951 0.147630 0.147513 -0.013168 -0.003236
17.500000 4.498058 4.504290 0.141250 0.145609 -0.011090 -0.003204
17.600000 4.511343 4.517164 0.130518 0.145482 -0.001695 -0.002062
17.700001 4.535399 4.530997 0.145454 0.144982 -0.005724 -0.000831
17.799999 4.551890 4.545992 0.147207 0.144529 -0.000202 -0.000790
17.900000 4.571494 4.560369 0.147617 0.144849 0.000950 -0.001401
18.000000 4.584702 4.575486 0.148009 0.144667 -0.000451 -0.001724
18.100000 4.575139 4.589809 0.141901 0.144944 0.007571 -0.001408
18.200001 4.589830 4.603904 0.135719 0.145828 0.000875 -0.000758
18.299999 4.629249 4.617432 0.150845 0.145054 -0.007842 -0.000556
18.400000 4.619435 4.633605 0.146248 0.144495 -0.007523 -0.000714
18.500000 4.672549 4.646402 0.129424 0.143690 -0.004558 0.000118
18.600000 4.627746 4.660164 0.142243 0.143948 0.014845 0.000833
18.700001 4.663685 4.674602 0.141541 0.146151 0.014147 0.001062
18.799999 4.704621 4.688512 0.142846 0.146366 -0.002177 0.001478
18.900000 4.696554 4.703337 0.151825 0.146058 -0.004066 0.001301
19.000000 4.718933 4.718635 0.150460 0.145818 0.003109 0.000785
19.100000 4.718598 4.733391 0.147176 0.146645 0.009219 0.000470
19.200001 4.766346 4.748390 0.160048 0.147332 0.002541 -0.000314
19.299999 4.782262 4.764768 0.145016 0.147104 -0.005819 -0.000852
19.400000 4.795738 4.777592 0.141417 0.146439 -0.003943 -0.000562
19.500000 4.760865 4.792985 0.130735 0.146484 0.004316 0.000165
19.600000 4.787073 4.804430 0.146668 0.147102 0.003929 0.000599
19.700001 4.814526 4.822591 0.176776 0.147233 0.003102 -0.001150
19.799999 4.827527 4.838436 0.149975 0.147715 0.003008 -0.002905
19.900000 4.863213 4.852903 0.140736 0.147667 -0.003910 -0.002820
20.000000 4.892742 4.866959 0.142575 0.146962 -0.009888 -0.002526
20.100000 4.894581 4.881891 0.165377 0.145902 -0.007062 -0.003455
20.200001 4.890121 4.899245 0.156317 0.145464 -0.008896 -0.004906
20.299999 4.933762 4.912741 0.130938 0.144152 -0.010429 -0.005152
20.400000 4.898551 4.926184 0.136873 0.143638 -0.001747 -0.004761
20.500000 4.942701 4.940277 0.147198 0.143807 0.007738 -0.004766
20.600000 4.912885 4.955285 0.142409 0.144800 0.004555 -0.005036
20.700001 5.009129 4.968910 0.144987 0.144170 -0.021875 -0.004896
20.799999 4.996431 4.984354 0.151673 0.141072 -0.022703 -0.004820
20.900000 5.008433 4.998849 0.141822 0.140227 -0.000399 -0.004947
21.000000 4.991723 5.012791 0.137039 0.140504 0.002119 -0.004848
21.100000 5.032500 5.026217 0.128188 0.140107 -0.016411 -0.004150
21.200001 5.083042 5.038851 0.137976 0.137570 -0.021257 -0.003256
21.299999 5.049765 5.053505 0.132499 0.136448 -0.002617 -0.002297
21.400000 5.064561 5.065521 0.134213 0.136743 0.002398 -0.001424
21.500000 5.091692 5.080575 0.144975 0.136629 -0.004060 -0.001406
21.600000 5.076025 5.094360 0.151598 0.136139 -0.001356 -0.002098
21.700001 5.073196 5.110250 0.133420 0.136491 0.006884 -0.002458
21.799999 5.138862 5.121005 0.111720 0.137262 0.004682 -0.000890
21.900000 5.131916 5.133631 0.132237 0.137351 0.000344 0.000536
22.000000 5.155993 5.147339 0.146552 0.137404 -0.001822 0.000120
22.100000 5.174687 5.162235 0.134242 0.137216 0.004764 -9.869797E-5
22.200001 5.159898 5.173979 0.112096 0.138370 0.011713 0.001495
22.299999 5.197843 5.185660 0.132764 0.139361 0.011251 0.003118
22.400000 5.186101 5.200225 0.137119 0.140505 0.007898 0.003389
22.500000 5.214694 5.212888 0.134488 0.140792 -0.001379 0.003478
22.600000 5.232186 5.227258 0.136905 0.140341 -0.006786 0.003777
22.700001 5.246578 5.240539 0.149792 0.139708 -0.002994 0.003939
22.799999 5.234978 5.257150 0.161182 0.139976 0.011047 0.003107
22.900000 5.261567 5.272276 0.153548 0.141463 0.007247 0.002070
23.000000 5.296304 5.287735 0.142937 0.141126 -0.009135 0.001869
23.100000 5.304546 5.300955 0.133094 0.140215 -0.002483 0.002136
23.200001 5.279117 5.315060 0.152417 0.140952 0.017051 0.001656
23.299999 5.328354 5.331166 0.158781 0.143049 0.012839 0.000374
23.400000 5.355622 5.346522 0.156519 0.143340 0.003063 -0.000860
23.500000 5.330485 5.362117 0.140245 0.143908 0.004275 -0.001485
23.600000 5.393465 5.374843 0.135510 0.144144 0.002216 -0.001498
23.700001 5.354933 5.389438 0.138299 0.144356 0.002043 -0.001446
23.799999 5.422028 5.402481 0.139048 0.144264 -0.010582 -0.001208
23.900000 5.456503 5.417265 0.142950 0.142418 -0.017100 -0.001506
24.000000 5.456543 5.430594 0.125165 0.141344 -0.003870 -0.001497
24.100000 5.433629 5.442803 0.127411 0.141512 0.003778 -0.000550
24.200001 5.470884 5.456591 0.149726 0.141659 -0.005321 -0.000496
24.299999 5.498132 5.472343 0.156133 0.140409 -0.015213 -0.001745
24.400000 5.520320 5.487246 0.138862 0.138903 -0.014660 -0.002490
24.500000 5.513589 5.500681 0.149048 0.137717 -0.005226 -0.002693
24.600000 5.481941 5.516662 0.139455 0.137720 -0.001652 -0.003051
24.700001 5.538687 5.528818 0.141346 0.137212 -0.005698 -0.003242
24.799999 5.520480 5.544991 0.147878 0.136840 0.002015 -0.003597
24.900000 5.545425 5.557700 0.122411 0.137521 0.004777 -0.002779
25.000000 5.541496 5.570262 0.130991 0.137778 0.007436 -0.001330
25.100000 5.552681 5.584091 0.146466 0.138976 0.010764 -0.001468
25.200001 5.594096 5.598931 0.136189 0.139553 -0.001341 -0.002057
25.299999 5.609914 5.611293 0.126153 0.138811 -0.009198 -0.001416
25.400000 5.641307 5.624450 0.127164 0.138072 -0.002805 -0.000162
25.500000 5.637773 5.636854 0.131616 0.138164 -0.001195 0.000541
25.600000 5.666082 5.650828 0.140293 0.137739 -0.003239 0.000661
25.700001 5.648735 5.664381 0.124844 0.137583 -0.001791 0.001237
25.799999 5.694575 5.676310 0.130500 0.137308 -0.005410 0.002028
25.900000 5.688902 5.690895 0.153346 0.136861 0.006600 0.001612
26.000000 5.720315 5.706341 0.148331 0.138461 0.013314 0.000949
26.100000 5.746945 5.720620 0.150328 0.138888 -0.006759 0.000587
26.200001 5.745277 5.736112 0.139539 0.137545 -0.008593 0.000165
26.299999 5.730472 5.748663 0.134147 0.137647 0.008128 0.000341
26.400000 5.774429 5.763239 0.140608 0.138842 0.011124 0.000774
26.500000 5.780820 5.776659 0.140790 0.139506 0.000103 0.000550
26.600000 5.807037 5.791350 0.140130 0.139070 -0.002707 0.000192
26.700001 5.766549 5.804608 0.136165 0.139349 0.010457 0.000329
26.799999 5.789195 5.818675 0.135575 0.140836 0.010908 0.000445
26.900000 5.826771 5.831857 0.138501 0.141083 -0.006718 0.000646
27.000000 5.869801 5.846654 0.156004 0.139855 -0.009150 -7.399873E-5
27.100000 5.841343 5.862240 0.139961 0.139566 -0.000164 -0.001291
27.200001 5.878008 5.874529 0.118268 0.139680 0.001897 -0.000948
27.299999 5.857673 5.886906 0.138318 0.139876 0.002370 -0.000504
27.400000 5.916002 5.902064 0.151249 0.140057 -0.000110 -0.001353
27.500000 5.923136 5.916543 0.141110 0.139740 -0.007510 -0.002378
27.600000 5.946287 5.930122 0.122465 0.138725 -0.008725 -0.002429
27.700001 5.944498 5.942034 0.146152 0.138235 -0.000353 -0.002430
27.799999 5.944132 5.959038 0.156065 0.138487 0.000648 -0.003424
27.900000 5.971409 5.972486 0.135701 0.138256 -0.001188 -0.004414
28.000000 5.999629 5.986463 0.127554 0.138113 -0.008525 -0.004561
28.100000 6.047618 5.998592 0.142265 0.136673 -0.012243 -0.004593
28.200001 6.005022 6.014821 0.152707 0.136053 0.000444 -0.005053
28.299999 6.005197 6.028638 0.143666 0.136466 0.000730 -0.005611
28.400000 6.048798 6.043578 0.137942 0.135924 -0.009695 -0.006192
28.500000 6.078468 6.056250 0.133962 0.134767 -0.010414 -0.006654
28.600000 6.065987 6.070186 0.119470 0.134092 -0.000966 -0.006764
28.700001 6.057189 6.080748 0.129843 0.134305 -0.002713 -0.007157
28.799999 6.123626 6.096197 0.141443 0.133390 -0.010424 -0.007550
28.900000 6.071616 6.108519 0.130731 0.132408 -0.009876 -0.007943
29.000000 6.120275 6.122628 0.135502 0.131426 -0.009820 -0.008336
29.100000 6.124526 6.135322 0.125761 0.130444 -0.009820 -0.008729
29.200001 6.182151 6.148016 0.126940 0.129462 -0.009820 -0.009122
29.299999 6.168158 6.160710 0.126940 0.128480 -0.009820 -0.009515
29.400000 6.171423 6.173404 0.126940 0.127498 -0.009820 -0.009908
29.500000 6.182102 6.186098 0.126940 0.126516 -0.009820 -0.010301
29.600000 6.215806 6.198792 0.126940 0.125534 -0.009820 -0.010694
