U I Ig I' I'g I'' I''g
-15.900000 -4.603237 -4.592182 0.176054 0.180225 0.006349 0.006112
-15.800000 -4.581377 -4.575123 0.178589 0.181416 0.010788 0.006606
-15.700000 -4.552717 -4.556038 0.201333 0.182137 0.005218 0.006051
-15.600000 -4.524247 -4.535536 0.195739 0.182449 0.000806 0.004852
-15.500000 -4.503880 -4.517084 0.184472 0.182222 -0.007362 0.004624
-15.400000 -4.487272 -4.498378 0.185202 0.181127 -0.010663 0.004382
-15.300000 -4.471331 -4.480142 0.179556 0.180400 -0.003046 0.004213
-15.200000 -4.489053 -4.462242 0.182091 0.180672 0.009948 0.004385
-15.100000 -4.463445 -4.443462 0.196295 0.182232 0.017555 0.003468
-15.000000 -4.442664 -4.423446 0.191054 0.183846 0.012410 0.002201
-14.900000 -4.413164 -4.405329 0.183384 0.184729 0.009600 0.002048
-14.800000 -4.396850 -4.386447 0.190391 0.185756 0.007696 0.002070
-14.700000 -4.342350 -4.367531 0.184678 0.185993 -0.006530 0.001938
-14.600000 -4.326376 -4.349532 0.179946 0.184720 -0.010596 0.002148
-14.500000 -4.315828 -4.331619 0.171869 0.184279 0.001056 0.002696
-14.400000 -4.324963 -4.315084 0.166238 0.184760 0.004450 0.003886
-14.300000 -4.303721 -4.298191 0.165254 0.185045 0.003625 0.005465
-14.200000 -4.274941 -4.281591 0.180892 0.185507 0.005583 0.006474
-14.100000 -4.263823 -4.261980 0.198108 0.185900 -0.003361 0.006247
-14.000000 -4.215671 -4.242470 0.195354 0.184905 -0.010343 0.005505
-13.900000 -4.215008 -4.222951 0.192812 0.184263 -0.000183 0.005088
-13.800000 -4.206715 -4.203784 0.197621 0.184824 0.006812 0.004706
-13.700000 -4.184140 -4.183866 0.183558 0.185475 0.008028 0.004612
-13.600000 -4.174727 -4.166933 0.174612 0.186425 0.009626 0.005535
-13.500000 -4.148079 -4.148414 0.186466 0.187435 0.012313 0.006538
-13.400000 -4.156641 -4.129704 0.194584 0.188953 0.017631 0.006592
-13.300000 -4.132516 -4.109793 0.191171 0.190925 0.022496 0.006533
-13.200000 -4.122735 -4.091465 0.189260 0.193190 0.018130 0.006777
-13.100000 -4.077226 -4.071908 0.190354 0.194334 0.005201 0.006948
-13.000000 -4.053727 -4.053737 0.175393 0.194463 0.001955 0.007998
-12.900000 -4.032773 -4.036391 0.177584 0.194870 0.003658 0.009665
-12.800000 -4.010648 -4.017805 0.195163 0.195138 0.001591 0.010150
-12.700000 -3.978574 -3.997555 0.204059 0.195344 0.005704 0.009702
-12.600000 -3.986757 -3.977240 0.204623 0.196343 0.012862 0.009381
-12.500000 -3.937480 -3.956744 0.201159 0.197667 0.010460 0.009185
-12.400000 -3.922914 -3.936865 0.203747 0.198286 0.002193 0.008775
-12.300000 -3.906836 -3.915944 0.207656 0.198336 0.003220 0.008206
-12.200000 -3.918831 -3.895336 0.212808 0.199060 0.008735 0.007353
-12.100000 -3.864248 -3.873699 0.204912 0.199997 0.009187 0.006631
-12.000000 -3.882223 -3.854277 0.200827 0.201097 0.018679 0.006606
-11.900000 -3.851424 -3.833366 0.203909 0.203604 0.024665 0.006750
-11.800000 -3.824688 -3.813663 0.198431 0.205503 0.010003 0.006900
-11.700000 -3.781470 -3.793478 0.201948 0.205643 -0.002603 0.007053
-11.600000 -3.757525 -3.773286 0.204541 0.205405 0.001299 0.006964
-11.500000 -3.744312 -3.752693 0.202409 0.205946 0.005504 0.006688
-11.400000 -3.730613 -3.732838 0.199471 0.206370 0.003701 0.006588
-11.300000 -3.717305 -3.712783 0.195620 0.206755 0.005677 0.007111
-11.200000 -3.699744 -3.693366 0.206395 0.207436 0.004595 0.007640
-11.100000 -3.668367 -3.671660 0.208929 0.207662 0.002968 0.007719
-11.000000 -3.669354 -3.651527 0.213453 0.208108 0.004672 0.007669
-10.900000 -3.614602 -3.628790 0.228044 0.208574 0.004974 0.006706
-10.800000 -3.619002 -3.606555 0.217450 0.209127 0.006813 0.005326
-10.700000 -3.586762 -3.585532 0.198113 0.209847 0.004795 0.005473
-10.600000 -3.554559 -3.566404 0.199057 0.210115 0.003850 0.006567
-10.500000 -3.554304 -3.545318 0.215994 0.210721 0.007057 0.006865
-10.400000 -3.520520 -3.523708 0.210046 0.211501 0.008369 0.007009
-10.300000 -3.501747 -3.503155 0.211847 0.212467 0.013164 0.007649
-10.200000 -3.499085 -3.481154 0.221942 0.214035 0.014325 0.007830
-10.100000 -3.462997 -3.459107 0.217561 0.215193 0.010407 0.007910
-10.000000 -3.441474 -3.437655 0.214284 0.216120 0.008141 0.008467
-9.900000 -3.404740 -3.416237 0.210614 0.216663 -0.001547 0.009195
-9.800000 -3.384484 -3.395336 0.215526 0.216027 -0.004315 0.009737
-9.700000 -3.383210 -3.373289 0.213543 0.216300 0.013080 0.010195
-9.600000 -3.379777 -3.352701 0.207577 0.218391 0.020385 0.011079
-9.500000 -3.314713 -3.331411 0.217269 0.219880 0.007542 0.011967
-9.400000 -3.290500 -3.309408 0.218787 0.220206 0.008538 0.012674
-9.300000 -3.298999 -3.287666 0.219744 0.221769 0.017141 0.013401
-9.200000 -3.255296 -3.265285 0.228551 0.223263 0.009471 0.013672
-9.100000 -3.236748 -3.242118 0.230714 0.223766 0.006271 0.013660
-9.000000 -3.217888 -3.219282 0.228407 0.224811 0.014681 0.013853
-8.900000 -3.219566 -3.196499 0.224848 0.226633 0.019942 0.014427
-8.800000 -3.175684 -3.174425 0.214682 0.228581 0.016376 0.015861
-8.700000 -3.156008 -3.153081 0.223181 0.229991 0.016425 0.017489
-8.600000 -3.154427 -3.129560 0.242029 0.232026 0.023358 0.017836
-8.500000 -3.107464 -3.105399 0.230325 0.234486 0.022485 0.017975
-8.400000 -3.092240 -3.083400 0.222843 0.236513 0.021912 0.019173
-8.300000 -3.063938 -3.060186 0.242882 0.238905 0.023631 0.019859
-8.200000 -3.031741 -3.035270 0.243206 0.241081 0.018857 0.019860
-8.100000 -3.012574 -3.011823 0.232505 0.242675 0.014081 0.020663
-8.000000 -2.983445 -2.988341 0.239516 0.244046 0.014459 0.021800
-7.900000 -2.963037 -2.963760 0.252534 0.245727 0.020201 0.022273
-7.800000 -2.941185 -2.938181 0.251523 0.248147 0.028549 0.022584
-7.700000 -2.936270 -2.913582 0.245139 0.251236 0.029880 0.023424
-7.600000 -2.889265 -2.888751 0.256285 0.253864 0.020364 0.024136
-7.500000 -2.872389 -2.862487 0.259238 0.255606 0.023305 0.024438
-7.400000 -2.852727 -2.836961 0.259837 0.258667 0.032713 0.024738
-7.300000 -2.803021 -2.810350 0.269011 0.261698 0.022945 0.024706
-7.200000 -2.775762 -2.783460 0.265454 0.263346 0.017156 0.024629
-7.100000 -2.762907 -2.757289 0.262014 0.265501 0.026337 0.025174
-7.000000 -2.743625 -2.731013 0.259514 0.268497 0.030147 0.026292
-6.900000 -2.701676 -2.705189 0.263700 0.271303 0.024600 0.027419
-6.800000 -2.682414 -2.678078 0.275664 0.273591 0.026486 0.027963
-6.700000 -2.659114 -2.650251 0.279566 0.276734 0.034015 0.027986
-6.600000 -2.634550 -2.622310 0.278353 0.280156 0.031365 0.028069
-6.500000 -2.602887 -2.594521 0.278621 0.283002 0.029715 0.028864
-6.400000 -2.571421 -2.566255 0.294607 0.286099 0.028777 0.029256
-6.300000 -2.533406 -2.536164 0.286498 0.288619 0.021245 0.029099
-6.200000 -2.499241 -2.508988 0.277477 0.290564 0.022012 0.030119
-6.100000 -2.482142 -2.480179 0.288456 0.293234 0.030296 0.031459
-6.000000 -2.460780 -2.451349 0.295430 0.296600 0.037557 0.032086
-5.900000 -2.441144 -2.421198 0.298449 0.300552 0.038124 0.032655
-5.800000 -2.393710 -2.391654 0.300576 0.304036 0.031642 0.033510
-5.700000 -2.356825 -2.360762 0.317515 0.306972 0.029028 0.033893
-5.600000 -2.349492 -2.328553 0.317002 0.309990 0.031616 0.033774
-5.500000 -2.305696 -2.297402 0.316055 0.313353 0.037063 0.034148
-5.400000 -2.278822 -2.265173 0.324271 0.317149 0.031538 0.034546
-5.300000 -2.220812 -2.232993 0.312774 0.319764 0.029421 0.035213
-5.200000 -2.232322 -2.202410 0.309856 0.323432 0.044356 0.036791
-5.100000 -2.170778 -2.170628 0.321514 0.328312 0.045296 0.038207
-5.000000 -2.157469 -2.138080 0.332707 0.332305 0.039504 0.038960
-4.900000 -2.110458 -2.104166 0.342489 0.336392 0.042090 0.039256
-4.800000 -2.081258 -2.069962 0.336875 0.340667 0.042569 0.039705
-4.700000 -2.033676 -2.036668 0.337310 0.344702 0.034521 0.040712
-4.600000 -1.982715 -2.002350 0.342963 0.347705 0.031516 0.041910
-4.500000 -1.980380 -1.968043 0.348968 0.351269 0.039229 0.043011
-4.400000 -1.926091 -1.932516 0.358336 0.355380 0.038072 0.043641
-4.300000 -1.895640 -1.896759 0.349522 0.359027 0.042785 0.044665
-4.200000 -1.891169 -1.862082 0.363526 0.364083 0.054368 0.045857
-4.100000 -1.831812 -1.823996 0.379954 0.369550 0.051750 0.045821
-4.000000 -1.798631 -1.786643 0.372309 0.374325 0.046108 0.045810
-3.900000 -1.748586 -1.749194 0.381256 0.378862 0.043788 0.046290
-3.800000 -1.722853 -1.710430 0.388231 0.383251 0.047541 0.046417
-3.700000 -1.694553 -1.671803 0.385313 0.388417 0.052793 0.046624
-3.600000 -1.636135 -1.633396 0.380572 0.393713 0.054193 0.047484
-3.500000 -1.629055 -1.595292 0.391841 0.399208 0.054724 0.048472
-3.400000 -1.559622 -1.555027 0.402388 0.404548 0.050300 0.048918
-3.300000 -1.527934 -1.515063 0.400856 0.409427 0.053037 0.049390
-3.200000 -1.492581 -1.474432 0.418949 0.415108 0.054452 0.049442
-3.100000 -1.432530 -1.431558 0.424669 0.420041 0.043603 0.048836
-3.000000 -1.386353 -1.389723 0.421780 0.424112 0.045063 0.048616
-2.900000 -1.371034 -1.346996 0.427998 0.429140 0.049597 0.048619
-2.800000 -1.296429 -1.304076 0.434656 0.433828 0.044756 0.048513
-2.700000 -1.270086 -1.259978 0.445359 0.438252 0.046906 0.048052
-2.600000 -1.227121 -1.215166 0.448533 0.443299 0.052589 0.047180
-2.500000 -1.182535 -1.170147 0.458353 0.448618 0.052252 0.046065
-2.400000 -1.134819 -1.123666 0.461110 0.453654 0.048596 0.044776
-2.300000 -1.086850 -1.078002 0.460800 0.458393 0.047981 0.043729
-2.200000 -1.042384 -1.031335 0.468811 0.463178 0.043881 0.042554
-2.100000 -0.990813 -0.984459 0.467117 0.467229 0.041647 0.041376
-2.000000 -0.953286 -0.937898 0.465459 0.471689 0.047133 0.040828
-1.900000 -0.901365 -0.891041 0.477894 0.476504 0.046175 0.039981
-1.800000 -0.847263 -0.842546 0.479704 0.480815 0.041559 0.038759
-1.700000 -0.796797 -0.795114 0.481128 0.484826 0.037857 0.037672
-1.600000 -0.753499 -0.746127 0.491301 0.488395 0.034478 0.036034
-1.500000 -0.690733 -0.697050 0.492283 0.491718 0.030772 0.034134
-1.400000 -0.652956 -0.647591 0.497592 0.494576 0.027667 0.032391
-1.300000 -0.600667 -0.597561 0.501897 0.497348 0.028313 0.030185
-1.200000 -0.547939 -0.547324 0.501341 0.500240 0.028358 0.027794
-1.100000 -0.508179 -0.497191 0.504029 0.503054 0.029717 0.025832
-1.000000 -0.454743 -0.446245 0.518318 0.506191 0.032091 0.023515
-0.900000 -0.402372 -0.393767 0.522896 0.509295 0.027281 0.020629
-0.800000 -0.352620 -0.341908 0.518525 0.511664 0.023937 0.017920
-0.700000 -0.300377 -0.289970 0.518891 0.514099 0.021914 0.015321
-0.600000 -0.241356 -0.238102 0.520308 0.515892 0.012517 0.012756
-0.500000 -0.196497 -0.185984 0.518312 0.516828 0.012693 0.010298
-0.400000 -0.143888 -0.134393 0.518377 0.518482 0.015649 0.007773
-0.300000 -0.084192 -0.082275 0.519329 0.519582 0.002273 0.005393
-0.200000 -0.031873 -0.030479 0.521525 0.519138 -0.002240 0.003099
-0.100000 0.010396 0.022135 0.527903 0.519354 0.002687 0.000496
0.000000 0.079059 0.075059 0.532995 0.519346 -0.007014 -0.002542
0.100000 0.148760 0.128540 0.530653 0.518019 -0.013466 -0.005982
0.200000 0.187665 0.181161 0.527628 0.516879 -0.010722 -0.009267
0.300000 0.243439 0.234174 0.530840 0.515774 -0.013025 -0.012473
0.400000 0.292437 0.286978 0.518795 0.514248 -0.016014 -0.015534
0.500000 0.340965 0.338062 0.510960 0.512604 -0.017138 -0.017851
0.600000 0.392684 0.389714 0.526999 0.510740 -0.022238 -0.020662
0.700000 0.441525 0.442909 0.520693 0.508278 -0.022331 -0.024066
0.800000 0.487053 0.493355 0.492586 0.506326 -0.019852 -0.026144
0.900000 0.556955 0.542361 0.505865 0.504084 -0.026295 -0.027889
1.000000 0.603210 0.594230 0.503869 0.501012 -0.034093 -0.030159
1.100000 0.668356 0.642873 0.490453 0.497317 -0.040151 -0.031642
1.200000 0.702686 0.692803 0.498946 0.493103 -0.041697 -0.033282
1.300000 0.760637 0.742402 0.495320 0.489000 -0.043392 -0.035627
1.400000 0.808509 0.791733 0.486853 0.484507 -0.042364 -0.037498
1.500000 0.831412 0.839925 0.485790 0.480618 -0.036151 -0.039173
1.600000 0.888188 0.888759 0.479169 0.476883 -0.046328 -0.041090
1.700000 0.973213 0.935664 0.466673 0.471391 -0.055828 -0.042464
1.800000 0.975175 0.982642 0.478327 0.466290 -0.041368 -0.043974
1.900000 0.997263 1.030982 0.474454 0.462863 -0.038897 -0.045941
2.000000 1.099641 1.077314 0.463374 0.458295 -0.044981 -0.047318
2.100000 1.100552 1.123697 0.455420 0.454114 -0.038159 -0.048466
2.200000 1.197303 1.168308 0.442154 0.450274 -0.047899 -0.049289
2.300000 1.229247 1.212423 0.441456 0.444486 -0.059973 -0.049697
2.400000 1.279375 1.256543 0.436489 0.438752 -0.052298 -0.050120
2.500000 1.304471 1.299834 0.437123 0.433900 -0.051194 -0.050912
2.600000 1.366481 1.343806 0.432533 0.428348 -0.057398 -0.052019
2.700000 1.377688 1.385981 0.411672 0.422686 -0.051097 -0.052004
2.800000 1.428069 1.426683 0.413554 0.417919 -0.054030 -0.051508
2.900000 1.502198 1.468842 0.420622 0.411786 -0.061171 -0.052066
3.000000 1.529927 1.510424 0.409951 0.405978 -0.055204 -0.052461
3.100000 1.577236 1.551160 0.416051 0.400569 -0.058198 -0.052920
3.200000 1.605186 1.593291 0.409831 0.394428 -0.057449 -0.054043
3.300000 1.629117 1.632517 0.377386 0.389223 -0.050251 -0.054004
3.400000 1.687152 1.669482 0.374905 0.384150 -0.052272 -0.053169
3.500000 1.717618 1.707828 0.384971 0.378645 -0.059005 -0.053098
3.600000 1.754831 1.745889 0.369189 0.372534 -0.059393 -0.053001
3.700000 1.773866 1.781806 0.360280 0.367096 -0.046023 -0.052313
3.800000 1.827946 1.818281 0.366554 0.363025 -0.045407 -0.052070
3.900000 1.860507 1.854629 0.349531 0.357803 -0.053092 -0.051678
4.000000 1.870484 1.888608 0.352502 0.352683 -0.047192 -0.051097
4.100000 1.955113 1.924983 0.349771 0.348071 -0.054617 -0.051031
4.200000 1.985289 1.958114 0.326472 0.341795 -0.061749 -0.050073
4.300000 2.021061 1.990954 0.332838 0.336243 -0.047065 -0.048971
4.400000 2.005508 2.024609 0.334932 0.332156 -0.042439 -0.048698
4.500000 2.084635 2.057536 0.320882 0.327429 -0.050810 -0.048241
4.600000 2.103752 2.088851 0.308781 0.322218 -0.049158 -0.047044
4.700000 2.120743 2.119835 0.318334 0.317713 -0.042952 -0.045649
4.800000 2.143663 2.152459 0.326187 0.313416 -0.045994 -0.045633
4.900000 2.191378 2.184395 0.303898 0.308559 -0.045796 -0.045858
5.000000 2.215754 2.213913 0.313099 0.304180 -0.048976 -0.045378
5.100000 2.293815 2.246789 0.313092 0.298773 -0.053805 -0.045388
5.200000 2.272983 2.275887 0.284270 0.293898 -0.038094 -0.044518
5.300000 2.294829 2.304481 0.293219 0.290873 -0.034298 -0.043226
5.400000 2.335863 2.334328 0.291560 0.286688 -0.044531 -0.043130
5.500000 2.378625 2.362456 0.275657 0.282249 -0.042672 -0.042690
5.600000 2.375235 2.389814 0.275526 0.278342 -0.033853 -0.041621
5.700000 2.405481 2.417574 0.274596 0.275316 -0.030097 -0.040988
5.800000 2.458973 2.444638 0.270042 0.271851 -0.045691 -0.040486
5.900000 2.498614 2.471538 0.264559 0.266434 -0.050149 -0.039590
6.000000 2.480371 2.497480 0.257552 0.262117 -0.043005 -0.038735
6.100000 2.560882 2.522834 0.238971 0.257623 -0.047394 -0.037257
6.200000 2.566178 2.545943 0.247389 0.252970 -0.036344 -0.035470
6.300000 2.585764 2.572476 0.262942 0.250129 -0.034615 -0.035135
6.400000 2.647852 2.597748 0.244952 0.245777 -0.045068 -0.034777
6.500000 2.596188 2.621746 0.241712 0.241622 -0.033197 -0.033740
6.600000 2.659144 2.646161 0.238849 0.238989 -0.028344 -0.032881
6.700000 2.686714 2.669728 0.245232 0.235655 -0.035869 -0.032268
6.800000 2.689097 2.694987 0.245565 0.232060 -0.032408 -0.032154
6.900000 2.708565 2.718074 0.212439 0.229234 -0.027187 -0.030948
