U I Ig I' I'g I'' I''g
-19.400000 -12.466877 -12.558811 0.405512 0.381700 -0.068958 0.010262
-19.299999 -12.441654 -12.516132 0.412485 0.375178 -0.038898 0.008219
-19.200001 -12.546791 -12.477363 0.367239 0.375024 0.026959 0.007311
-19.100000 -12.564692 -12.441048 0.398864 0.379939 0.069520 0.006585
-19.000000 -12.478475 -12.398828 0.367231 0.387438 0.060269 0.006437
-18.900000 -12.307230 -12.366496 0.383510 0.391066 0.015086 0.007523
-18.799999 -12.310882 -12.321618 0.421126 0.391716 0.026731 0.005550
-18.700001 -12.355487 -12.283574 0.400059 0.396063 0.024919 0.003555
-18.600000 -12.210975 -12.240809 0.426359 0.395338 -0.033819 0.001025
-18.500000 -12.139958 -12.200098 0.379290 0.390139 -0.056465 -0.002096
-18.400000 -12.068258 -12.165434 0.314086 0.384902 -0.051818 -0.000265
-18.299999 -12.036318 -12.135725 0.303490 0.380330 -0.033651 0.005747
-18.200001 -12.209344 -12.102728 0.364773 0.379054 0.023347 0.010031
-18.100000 -12.145418 -12.062638 0.425311 0.383737 0.029179 0.009141
-18.000000 -11.965844 -12.018471 0.464173 0.384135 0.008257 0.004578
-17.900000 -11.994420 -11.972038 0.414089 0.385967 0.018008 0.001020
-17.799999 -11.871541 -11.934931 0.398932 0.386988 -0.007157 0.000545
-17.700001 -11.947694 -11.891228 0.433342 0.384946 -0.013056 -0.001461
-17.600000 -11.801301 -11.850715 0.360308 0.384560 -0.014774 -0.001905
-17.500000 -11.819509 -11.818315 0.331541 0.382210 -0.013157 0.002331
-17.400000 -11.791453 -11.783992 0.311214 0.382827 0.023915 0.007656
-17.299999 -11.842975 -11.755300 0.309514 0.386871 0.057280 0.013502
-17.200001 -11.748734 -11.720055 0.385679 0.393150 0.051085 0.017318
-17.100000 -11.704899 -11.678234 0.465577 0.396060 0.008258 0.015943
-17.000000 -11.637175 -11.630278 0.407236 0.395032 -0.026296 0.014243
-16.900000 -11.503379 -11.595774 0.405695 0.392019 -0.014459 0.013891
-16.799999 -11.527994 -11.549059 0.404948 0.392384 0.005124 0.012700
-16.700001 -11.393123 -11.515313 0.378258 0.392224 -0.015393 0.012957
-16.600000 -11.504695 -11.472529 0.391939 0.390521 0.015580 0.013809
-16.500000 -11.530581 -11.437445 0.377019 0.395590 0.055151 0.015829
-16.400000 -11.419188 -11.396443 0.392238 0.400615 0.055350 0.018288
-16.299999 -11.465723 -11.359050 0.399018 0.406795 0.070961 0.018581
-16.200001 -11.296173 -11.316047 0.435345 0.413739 0.046483 0.015873
-16.100000 -11.331100 -11.273101 0.425874 0.415423 -0.005539 0.012618
-16.000000 -11.138339 -11.231267 0.403737 0.413864 -0.006524 0.012796
-15.900000 -11.241262 -11.191854 0.400903 0.414444 0.000868 0.015005
-15.800000 -11.013396 -11.150559 0.421744 0.413735 -0.007001 0.015906
-15.700000 -11.162888 -11.108519 0.395576 0.413349 -0.001757 0.015788
-15.600000 -11.049222 -11.070679 0.397583 0.413503 0.004837 0.016784
-15.500000 -11.064548 -11.027504 0.466752 0.414696 0.027638 0.015538
-15.400000 -10.958460 -10.979539 0.437071 0.418705 0.038496 0.012991
-15.300000 -11.006188 -10.939501 0.440983 0.421802 0.030053 0.011619
-15.200000 -10.939927 -10.891141 0.455336 0.424159 0.000418 0.008599
-15.100000 -10.846855 -10.849506 0.421056 0.422260 -0.017263 0.006884
-15.000000 -10.826387 -10.805982 0.432832 0.421869 0.011983 0.007981
-14.900000 -10.809507 -10.763495 0.419422 0.424197 0.020094 0.008862
-14.800000 -10.636175 -10.722449 0.390798 0.425271 0.004458 0.009620
-14.700000 -10.645160 -10.684547 0.396845 0.425371 0.002655 0.010789
-14.600000 -10.598475 -10.643359 0.381488 0.425908 0.005531 0.012574
-14.500000 -10.598030 -10.606985 0.416993 0.426102 -0.010591 0.013763
-14.400000 -10.523304 -10.559737 0.461214 0.424487 0.001658 0.012543
-14.300000 -10.578406 -10.515967 0.457276 0.426711 0.026544 0.010819
-14.200000 -10.450164 -10.468672 0.448504 0.428787 0.007527 0.010241
-14.100000 -10.421840 -10.427196 0.395481 0.428654 0.010476 0.012585
-14.000000 -10.417091 -10.387767 0.417647 0.431005 0.017503 0.015962
-13.900000 -10.246110 -10.343306 0.452633 0.431884 0.011968 0.016291
-13.800000 -10.379295 -10.298736 0.423469 0.433621 0.016801 0.015820
-13.700000 -10.217463 -10.258102 0.423824 0.435214 0.017532 0.016250
-13.600000 -10.297922 -10.214292 0.406860 0.437482 0.035740 0.017800
-13.500000 -10.285380 -10.176349 0.401659 0.441735 0.029803 0.020672
-13.400000 -10.072338 -10.132946 0.432831 0.442905 0.002022 0.023100
-13.300000 -10.039294 -10.089325 0.483772 0.442839 0.002285 0.022364
-13.200000 -10.012987 -10.037494 0.484595 0.443880 0.017923 0.020011
-13.100000 -10.068921 -9.993259 0.452544 0.446794 0.049642 0.019887
-13.000000 -10.018861 -9.945937 0.470426 0.453038 0.053651 0.020124
-12.900000 -9.892712 -9.899917 0.451284 0.456531 0.018887 0.019979
-12.800000 -9.873519 -9.855267 0.455888 0.457398 0.010212 0.020439
-12.700000 -9.782866 -9.809440 0.424256 0.459011 0.013475 0.022211
-12.600000 -9.725161 -9.769188 0.444473 0.460623 0.035207 0.023860
-12.500000 -9.801666 -9.720394 0.470814 0.466155 0.065843 0.023424
-12.400000 -9.686571 -9.676264 0.441561 0.472307 0.040395 0.024190
-12.300000 -9.607249 -9.631025 0.459811 0.473476 -0.013790 0.026274
-12.200000 -9.489968 -9.584112 0.479154 0.470710 -0.022878 0.027027
-12.100000 -9.521227 -9.534950 0.509682 0.469925 0.004930 0.026311
-12.000000 -9.428067 -9.482652 0.526618 0.471354 0.015456 0.024038
-11.900000 -9.450674 -9.430969 0.490995 0.472715 0.014448 0.021804
-11.800000 -9.308456 -9.384201 0.470847 0.474480 0.021627 0.021891
-11.700000 -9.416935 -9.336531 0.457331 0.477592 0.054023 0.023417
-11.600000 -9.372167 -9.292166 0.457671 0.484425 0.052153 0.025168
-11.500000 -9.273245 -9.243489 0.523050 0.487448 0.026598 0.024367
-11.400000 -9.358655 -9.189069 0.530847 0.490738 0.045888 0.020833
-11.300000 -9.122321 -9.139413 0.457368 0.496175 0.045777 0.020541
-11.200000 -9.054118 -9.096571 0.425691 0.499182 0.018103 0.024749
-11.100000 -8.980598 -9.052352 0.468110 0.500071 0.002880 0.028339
-11.000000 -8.970664 -9.003418 0.482561 0.500178 0.001905 0.029333
-10.900000 -8.933506 -8.955919 0.498991 0.500685 0.006753 0.029690
-10.800000 -8.910581 -8.904176 0.488359 0.501806 0.020705 0.031033
-10.700000 -8.872455 -8.857207 0.521250 0.504995 0.042266 0.032408
-10.600000 -8.851202 -8.799755 0.567740 0.509813 0.050230 0.030635
-10.500000 -8.702940 -8.746050 0.507948 0.514017 0.018398 0.029070
-10.400000 -8.658843 -8.696210 0.539903 0.513711 -0.008366 0.029880
-10.300000 -8.643791 -8.638382 0.555756 0.514101 0.034247 0.029267
-10.200000 -8.707586 -8.586293 0.522950 0.520524 0.074593 0.027784
-10.100000 -8.561371 -8.533625 0.497819 0.527425 0.052506 0.028512
-10.000000 -8.493608 -8.485693 0.511927 0.530790 0.025795 0.031232
-9.900000 -8.430581 -8.430959 0.537261 0.533227 0.022971 0.032883
-9.800000 -8.364081 -8.379280 0.514549 0.535984 0.042635 0.034585
-9.700000 -8.322103 -8.327036 0.537807 0.541412 0.050512 0.036644
-9.600000 -8.210446 -8.271766 0.558506 0.545111 0.016794 0.036804
-9.500000 -8.244361 -8.216217 0.545970 0.545623 0.019272 0.036370
-9.400000 -8.226599 -8.162936 0.516610 0.549515 0.043623 0.038491
-9.300000 -8.144268 -8.111557 0.539050 0.553519 0.033006 0.042164
-9.200000 -8.028461 -8.054419 0.592238 0.555934 0.014630 0.042613
-9.100000 -7.948078 -7.994940 0.570624 0.557372 0.033399 0.041174
-9.000000 -7.974024 -7.940688 0.538776 0.562782 0.060006 0.042360
-8.900000 -7.821259 -7.886457 0.533735 0.568222 0.036568 0.046034
-8.800000 -7.848244 -7.833081 0.556893 0.570730 0.042496 0.049315
-8.700000 -7.813455 -7.774566 0.602348 0.577075 0.063942 0.049870
-8.600000 -7.711790 -7.713829 0.598913 0.582607 0.045619 0.049080
-8.500000 -7.684668 -7.655260 0.578495 0.586511 0.041134 0.050566
-8.400000 -7.584038 -7.597336 0.589680 0.591479 0.062938 0.053326
-8.300000 -7.579886 -7.536812 0.623994 0.598687 0.068769 0.054507
-8.200000 -7.443889 -7.473861 0.606475 0.604491 0.043659 0.055478
-8.100000 -7.458539 -7.416255 0.553141 0.608080 0.044386 0.059410
-8.000000 -7.422064 -7.360648 0.611430 0.614232 0.077402 0.062918
-7.900000 -7.354759 -7.294876 0.626174 0.623353 0.102962 0.063128
-7.800000 -7.309681 -7.236542 0.589923 0.633790 0.091872 0.065116
-7.700000 -7.135266 -7.174817 0.647790 0.640993 0.054283 0.067099
-7.600000 -7.046633 -7.108086 0.653993 0.645107 0.033932 0.066999
-7.500000 -6.980510 -7.044582 0.640487 0.648746 0.047999 0.068349
-7.400000 -7.027937 -6.979452 0.650294 0.655092 0.077227 0.070318
-7.300000 -6.955613 -6.914328 0.667982 0.663276 0.068416 0.071067
-7.200000 -6.822284 -6.846405 0.660918 0.668674 0.053401 0.071789
-7.100000 -6.818744 -6.781784 0.667621 0.675309 0.097204 0.073778
-7.000000 -6.780317 -6.712200 0.699804 0.687278 0.107070 0.075484
-6.900000 -6.592817 -6.641830 0.730323 0.695460 0.064418 0.074882
-6.800000 -6.596243 -6.566544 0.752915 0.701402 0.078303 0.071972
-6.700000 -6.552030 -6.492923 0.708156 0.710997 0.084140 0.070673
-6.600000 -6.412111 -6.424442 0.688731 0.717609 0.061848 0.072751
-6.500000 -6.378196 -6.354802 0.675332 0.724146 0.073975 0.076464
-6.400000 -6.316945 -6.288047 0.711763 0.732374 0.082483 0.079677
-6.300000 -6.216422 -6.212164 0.761542 0.740353 0.078665 0.080402
-6.200000 -6.153512 -6.137460 0.737370 0.748286 0.083926 0.081361
-6.100000 -6.086833 -6.063951 0.745800 0.757039 0.085425 0.083536
-6.000000 -5.997281 -5.987188 0.804492 0.765154 0.080219 0.082971
-5.900000 -5.944303 -5.904950 0.783258 0.772790 0.064758 0.081852
-5.800000 -5.773744 -5.830842 0.750945 0.778030 0.041844 0.083954
-5.700000 -5.763650 -5.753092 0.791424 0.782335 0.064605 0.085757
-5.600000 -5.697155 -5.673458 0.786629 0.791300 0.097915 0.087346
-5.500000 -5.584189 -5.595592 0.791279 0.801428 0.111910 0.089825
-5.400000 -5.578666 -5.514791 0.813281 0.813278 0.115468 0.091197
-5.300000 -5.434399 -5.433290 0.817847 0.823862 0.092451 0.092486
-5.200000 -5.386812 -5.350985 0.834569 0.832207 0.088557 0.093976
-5.100000 -5.278613 -5.266558 0.844746 0.841923 0.099078 0.095120
-5.000000 -5.206708 -5.182410 0.838030 0.851499 0.085328 0.096808
-4.900000 -5.053329 -5.098390 0.860163 0.859306 0.083571 0.098672
-4.800000 -5.036536 -5.011280 0.840355 0.868875 0.108571 0.101307
-4.700000 -4.963506 -4.929712 0.843325 0.880639 0.116166 0.105695
-4.600000 -4.879715 -4.841413 0.896427 0.891883 0.117513 0.108177
-4.500000 -4.776913 -4.751445 0.901419 0.903970 0.113899 0.108206
-4.400000 -4.681386 -4.660852 0.924169 0.914505 0.102778 0.107536
-4.300000 -4.605428 -4.566925 0.934029 0.924939 0.109556 0.106479
-4.200000 -4.488007 -4.474259 0.936795 0.936304 0.109955 0.106958
-4.100000 -4.380537 -4.379537 0.941405 0.946897 0.107944 0.108446
-4.000000 -4.319745 -4.285903 0.946902 0.958223 0.120879 0.109507
-3.900000 -4.232850 -4.189758 0.968426 0.970759 0.119364 0.110313
-3.800000 -4.115001 -4.092314 0.984204 0.982143 0.120100 0.110291
-3.700000 -4.060811 -3.992938 0.998003 0.995019 0.133980 0.109185
-3.600000 -3.909377 -3.892384 1.027533 1.008183 0.116739 0.107540
-3.500000 -3.807809 -3.787924 1.040465 1.018302 0.098527 0.104997
-3.400000 -3.681750 -3.685237 1.012513 1.028319 0.097830 0.103376
-3.300000 -3.606192 -3.584321 1.032404 1.037872 0.093278 0.103034
-3.200000 -3.488423 -3.478576 1.056510 1.047343 0.102510 0.101606
-3.100000 -3.397641 -3.373518 1.057024 1.058566 0.119797 0.099985
-3.000000 -3.312295 -3.266628 1.082589 1.070862 0.121362 0.098252
-2.900000 -3.187677 -3.157167 1.101284 1.082265 0.102247 0.095416
-2.800000 -3.006998 -3.046878 1.099225 1.091304 0.083117 0.092831
-2.700000 -2.949640 -2.937057 1.110752 1.099407 0.085336 0.090000
-2.600000 -2.851876 -2.824816 1.119764 1.108256 0.081627 0.085934
-2.500000 -2.686040 -2.713571 1.108928 1.115473 0.064109 0.082859
-2.400000 -2.620503 -2.602710 1.111765 1.121877 0.079857 0.081136
-2.300000 -2.562132 -2.490923 1.124782 1.131448 0.095592 0.079501
-2.200000 -2.384795 -2.377745 1.132935 1.140229 0.079573 0.077931
-2.100000 -2.281784 -2.263595 1.172472 1.147575 0.075923 0.074783
-2.000000 -2.135855 -2.143606 1.199624 1.155408 0.071544 0.069282
-1.900000 -2.021063 -2.024778 1.186372 1.161777 0.061330 0.063845
-1.800000 -1.916778 -1.906761 1.158243 1.167987 0.065083 0.060099
-1.700000 -1.808755 -1.792474 1.154364 1.174607 0.060648 0.057456
-1.600000 -1.703748 -1.675066 1.183821 1.179952 0.048595 0.054434
-1.500000 -1.573242 -1.556456 1.179094 1.184719 0.052156 0.051097
-1.400000 -1.479717 -1.439204 1.174952 1.190569 0.062341 0.048543
-1.300000 -1.334222 -1.320492 1.213503 1.196959 0.063501 0.045145
-1.200000 -1.229468 -1.197299 1.216797 1.203061 0.060293 0.040602
-1.100000 -1.091256 -1.077422 1.210792 1.208454 0.036413 0.036133
-1.000000 -0.877890 -0.954796 1.221512 1.210180 0.004268 0.031006
-0.900000 -0.816896 -0.833418 1.216329 1.210216 0.007188 0.026270
-0.800000 -0.709314 -0.711083 1.231691 1.212031 0.023595 0.021960
-0.700000 -0.606977 -0.587311 1.238256 1.214639 0.027603 0.016556
-0.600000 -0.484068 -0.463970 1.222985 1.217256 0.021868 0.011479
-0.500000 -0.361075 -0.342425 1.219884 1.218888 0.011554 0.007859
-0.400000 -0.223743 -0.219572 1.231774 1.219780 0.010475 0.003944
-0.300000 -0.127563 -0.095988 1.245956 1.220965 0.008511 -0.001215
-0.200000 0.024928 0.029391 1.252925 1.221298 0.000182 -0.007088
-0.100000 0.132627 0.154134 1.246195 1.220821 -0.014284 -0.013627
0.000000 0.293358 0.277895 1.208712 1.218408 -0.031738 -0.018657
0.100000 0.413081 0.396614 1.200375 1.214987 -0.027902 -0.021857
0.200000 0.547977 0.518777 1.224497 1.212714 -0.029191 -0.025877
0.300000 0.682427 0.640740 1.213014 1.208754 -0.048395 -0.030324
0.400000 0.781405 0.761509 1.209307 1.203577 -0.045970 -0.034971
0.500000 0.848710 0.882852 1.218100 1.199965 -0.027434 -0.040149
0.600000 1.006656 1.004500 1.197814 1.197562 -0.030042 -0.044534
0.700000 1.115546 1.122946 1.199840 1.193557 -0.046008 -0.048687
0.800000 1.298741 1.244886 1.220498 1.188364 -0.059830 -0.053991
0.900000 1.390134 1.366135 1.206774 1.181584 -0.077034 -0.059287
1.000000 1.507735 1.485416 1.160128 1.173579 -0.069219 -0.062306
1.100000 1.615200 1.599054 1.149669 1.167723 -0.062933 -0.063717
1.200000 1.748538 1.716087 1.168607 1.160534 -0.077230 -0.066649
1.300000 1.851907 1.831897 1.148530 1.152741 -0.069788 -0.070353
1.400000 1.929172 1.945826 1.129539 1.146396 -0.069992 -0.072244
1.500000 2.064124 2.058736 1.147122 1.138368 -0.086862 -0.074084
1.600000 2.193538 2.175351 1.169435 1.129547 -0.080524 -0.078671
1.700000 2.263622 2.291544 1.147655 1.122178 -0.076739 -0.083529
1.800000 2.433187 2.404974 1.136901 1.113502 -0.102871 -0.087477
1.900000 2.571152 2.518535 1.110558 1.102096 -0.111038 -0.091205
2.000000 2.637527 2.626994 1.078090 1.092339 -0.077676 -0.092412
2.100000 2.679764 2.735038 1.085724 1.086123 -0.061379 -0.094083
2.200000 2.870758 2.843289 1.049410 1.078928 -0.089468 -0.096535
2.300000 2.979990 2.946027 1.060833 1.068463 -0.106983 -0.097846
2.400000 3.074948 3.055614 1.079789 1.058420 -0.088109 -0.100951
2.500000 3.152500 3.160637 1.040716 1.050439 -0.084605 -0.103541
2.600000 3.297624 3.264422 1.032849 1.040469 -0.123756 -0.104030
2.700000 3.446724 3.367634 1.043067 1.026375 -0.132060 -0.105582
2.800000 3.497566 3.472172 1.017645 1.014411 -0.128927 -0.107979
2.900000 3.683525 3.570953 0.980981 1.000451 -0.138103 -0.108887
3.000000 3.667778 3.669801 1.001877 0.987789 -0.102386 -0.109642
3.100000 3.776655 3.771489 1.029590 0.979124 -0.104323 -0.112858
3.200000 3.888476 3.874204 0.998577 0.966659 -0.114407 -0.116884
3.300000 3.906030 3.970672 0.948839 0.956599 -0.104766 -0.118955
3.400000 4.153236 4.064976 0.937631 0.944875 -0.135005 -0.119414
3.500000 4.134654 4.159059 0.961937 0.930566 -0.124382 -0.121341
3.600000 4.243616 4.256144 0.937736 0.920406 -0.097123 -0.124236
3.700000 4.360983 4.345687 0.873464 0.910109 -0.113106 -0.123578
3.800000 4.458917 4.432715 0.896419 0.897762 -0.127096 -0.122454
3.900000 4.507592 4.523476 0.843735 0.885136 -0.121926 -0.121633
4.000000 4.646956 4.602751 0.844668 0.873140 -0.126894 -0.119106
4.100000 4.772970 4.693491 0.896117 0.859451 -0.145208 -0.119765
4.200000 4.836792 4.779235 0.823969 0.844551 -0.145926 -0.120337
4.300000 4.896584 4.860007 0.838133 0.830670 -0.132965 -0.119200
4.400000 4.960379 4.946117 0.814631 0.818004 -0.116616 -0.118830
4.500000 5.050688 5.022782 0.779310 0.806637 -0.128591 -0.116736
4.600000 5.191276 5.103878 0.827356 0.792228 -0.145390 -0.116055
4.700000 5.178031 5.186931 0.816599 0.778768 -0.109945 -0.117679
4.800000 5.274321 5.266479 0.783779 0.769525 -0.108451 -0.117979
4.900000 5.403532 5.343664 0.752507 0.756942 -0.111680 -0.116800
5.000000 5.348308 5.417211 0.729076 0.747757 -0.085046 -0.114766
5.100000 5.573313 5.489780 0.714388 0.738646 -0.116217 -0.111827
5.200000 5.577282 5.560516 0.716700 0.725210 -0.116327 -0.108707
5.300000 5.584684 5.632838 0.707069 0.716026 -0.090546 -0.106438
5.400000 5.714332 5.701633 0.682871 0.706394 -0.096991 -0.104290
5.500000 5.763212 5.770233 0.698911 0.696774 -0.091037 -0.103042
5.600000 5.837678 5.840229 0.659355 0.687578 -0.110075 -0.101372
5.700000 5.987712 5.902915 0.655080 0.674736 -0.131220 -0.097854
5.800000 6.031490 5.971869 0.679343 0.662187 -0.119406 -0.097063
5.900000 6.079811 6.037253 0.632182 0.651111 -0.102337 -0.096488
6.000000 6.052075 6.099716 0.650857 0.641864 -0.079224 -0.094224
6.100000 6.170909 6.167079 0.653327 0.634962 -0.065163 -0.094116
6.200000 6.258421 6.229451 0.613972 0.628065 -0.079694 -0.092921
6.300000 6.355553 6.291139 0.631108 0.618912 -0.098282 -0.090351
6.400000 6.341277 6.355427 0.635859 0.609090 -0.087843 -0.089285
6.500000 6.400976 6.417558 0.612599 0.601105 -0.090420 -0.088967
6.600000 6.520614 6.477775 0.586190 0.591027 -0.093518 -0.088266
6.700000 6.507687 6.534800 0.557693 0.582910 -0.071512 -0.085590
6.800000 6.626050 6.589933 0.553054 0.575748 -0.093340 -0.082216
6.900000 6.647387 6.645594 0.551197 0.564689 -0.096366 -0.079771
