U I Ig I' I'g I'' I''g
-26.799999 -8.954422 -11.685628 0.234587 0.260531 0.008854 0.000731
-26.700001 -8.935231 -11.660232 0.278568 0.262089 -0.006935 0.001649
-26.600000 -8.911306 -11.631558 0.251957 0.259302 -0.016524 0.001589
-26.500000 -8.918212 -11.609837 0.225296 0.259807 0.015984 0.004122
-26.400000 -8.883321 -11.584811 0.268972 0.262108 0.031972 0.006350
-26.299999 -8.890455 -11.556615 0.287660 0.265352 0.017635 0.005645
-26.200001 -8.824223 -11.528554 0.257359 0.265298 -0.010504 0.005030
-26.100000 -8.863150 -11.504972 0.234016 0.264165 -0.000140 0.007024
-26.000000 -8.750785 -11.480495 0.267009 0.265213 0.002542 0.008289
-25.900000 -8.723446 -11.452958 0.231795 0.264840 0.010220 0.009707
-25.799999 -8.754637 -11.432852 0.253192 0.267647 0.038769 0.012115
-25.700001 -8.714088 -11.401984 0.289700 0.271378 0.016167 0.011611
-25.600000 -8.716576 -11.376531 0.254419 0.270998 -0.000451 0.011698
-25.500000 -8.670568 -11.350035 0.268330 0.272245 0.023116 0.013227
-25.400000 -8.694236 -11.322562 0.289410 0.275119 0.024212 0.012352
-25.299999 -8.664639 -11.292227 0.312123 0.276605 0.006731 0.009146
-25.200001 -8.635797 -11.261358 0.284105 0.276829 0.003973 0.007196
-25.100000 -8.663332 -11.234950 0.277359 0.277849 0.019191 0.007781
-25.000000 -8.572519 -11.205273 0.298443 0.280301 0.016710 0.006997
-24.900000 -8.501833 -11.176375 0.265311 0.281353 0.022875 0.005988
-24.799999 -8.543474 -11.150894 0.290988 0.284809 0.030019 0.005335
-24.700001 -8.487953 -11.118292 0.312938 0.286460 -0.001720 0.002717
-24.600000 -8.510736 -11.089794 0.270580 0.285132 -0.005110 0.001843
-24.500000 -8.496960 -11.063096 0.278136 0.286006 0.015586 0.002446
-24.400000 -8.441440 -11.034017 0.285654 0.287309 -0.002407 0.001584
-24.299999 -8.425261 -11.005841 0.300189 0.285173 -0.035355 7.429395E-5
-24.200001 -8.403777 -10.974542 0.292357 0.281362 -0.023315 -0.000981
-24.100000 -8.426446 -10.947522 0.278780 0.280852 0.001780 -0.001140
-24.000000 -8.378071 -10.918296 0.285508 0.280716 -0.016591 -0.001824
-23.900000 -8.408466 -10.890414 0.289098 0.277866 -0.018656 -0.002687
-23.799999 -8.373452 -10.860284 0.304364 0.277385 -0.003492 -0.004535
-23.700001 -8.307133 -10.830339 0.287862 0.276596 -0.016211 -0.006857
-23.600000 -8.290942 -10.802934 0.261825 0.274742 -0.002191 -0.006238
-23.500000 -8.312770 -10.777052 0.272761 0.276172 0.012227 -0.005007
-23.400000 -8.257491 -10.748181 0.295707 0.276625 0.004997 -0.006211
-23.299999 -8.237091 -10.719623 0.244555 0.276991 -0.007481 -0.006165
-23.200001 -8.249199 -10.698349 0.232081 0.275293 -0.015424 -0.002948
-23.100000 -8.171207 -10.671866 0.273398 0.274493 0.000624 -0.001090
-23.000000 -8.140962 -10.644619 0.274492 0.275156 0.004840 -0.001124
-22.900000 -8.121450 -10.617858 0.238608 0.275141 -0.001428 0.001166
-22.799999 -8.093631 -10.595675 0.255208 0.274670 -0.015921 0.003961
-22.700001 -8.095315 -10.566649 0.274410 0.272324 -0.018739 0.004887
-22.600000 -8.093982 -10.541199 0.274003 0.271722 0.011264 0.005858
-22.500000 -8.088120 -10.511335 0.300619 0.274045 0.020754 0.005046
-22.400000 -8.052593 -10.481967 0.287649 0.274923 -0.009710 0.003540
-22.299999 -8.019963 -10.453539 0.293330 0.273029 -0.001431 0.003019
-22.200001 -8.020338 -10.424013 0.264541 0.275240 0.032189 0.003269
-22.100000 -7.971126 -10.399701 0.275562 0.278293 0.015708 0.003820
-22.000000 -7.995707 -10.368707 0.292686 0.278414 0.001071 0.002891
-21.900000 -7.977237 -10.341764 0.285211 0.279573 0.031500 0.002186
-21.799999 -7.918728 -10.311744 0.279201 0.284193 0.040026 0.002691
-21.700001 -7.823068 -10.286248 0.255097 0.286720 0.015955 0.004765
-21.600000 -7.866964 -10.259615 0.275225 0.287560 0.004192 0.006638
-21.500000 -7.831851 -10.230854 0.310610 0.287365 -0.019237 0.005454
-21.400000 -7.853103 -10.198865 0.291200 0.284318 -0.019415 0.003495
-21.299999 -7.797945 -10.172978 0.255916 0.283871 -0.005939 0.004773
-21.200001 -7.766242 -10.146045 0.290990 0.282910 -0.002232 0.006430
-21.100000 -7.734541 -10.115395 0.296203 0.283228 -0.003854 0.005422
-21.000000 -7.735260 -10.087388 0.275935 0.281855 -0.018885 0.004962
-20.900000 -7.715819 -10.059166 0.298830 0.280055 -0.009960 0.005027
-20.799999 -7.685439 -10.027340 0.335615 0.280185 0.009168 0.002753
-20.700001 -7.692537 -9.993603 0.308288 0.281821 0.027645 0.000250
-20.600000 -7.647324 -9.965619 0.292040 0.284983 0.020586 -0.000325
-20.500000 -7.590360 -9.935344 0.269907 0.285261 -0.013607 0.000217
-20.400000 -7.589491 -9.911717 0.236641 0.283004 -0.020365 0.002603
-20.299999 -7.546234 -9.886274 0.278265 0.282323 0.017119 0.004590
-20.200001 -7.547585 -9.857027 0.273149 0.285915 0.033363 0.005670
-20.100000 -7.478381 -9.831744 0.271225 0.288006 0.011017 0.006946
-20.000000 -7.483089 -9.803253 0.246720 0.288434 0.006060 0.008683
-19.900000 -7.485426 -9.781553 0.254885 0.289253 0.002423 0.011588
-19.799999 -7.468162 -9.751570 0.287944 0.288618 -0.016253 0.013448
-19.700001 -7.402466 -9.724139 0.313556 0.286573 -0.012532 0.013127
-19.600000 -7.387038 -9.689475 0.321492 0.286492 0.003881 0.011399
-19.500000 -7.359543 -9.661060 0.281079 0.287279 0.015574 0.010887
-19.400000 -7.358695 -9.632725 0.263214 0.289614 0.030880 0.012988
-19.299999 -7.365550 -9.607439 0.276896 0.292865 0.022304 0.015325
-19.200001 -7.308073 -9.576363 0.331350 0.294120 0.016748 0.014612
-19.100000 -7.314711 -9.542437 0.334902 0.296560 0.024556 0.012389
-19.000000 -7.309475 -9.510329 0.305184 0.299076 0.032614 0.011560
-18.900000 -7.232777 -9.481051 0.293138 0.303048 0.042133 0.011341
-18.799999 -7.179500 -9.451495 0.285495 0.306890 0.029092 0.011732
-18.700001 -7.199823 -9.423533 0.292656 0.308505 0.002437 0.012632
-18.600000 -7.196473 -9.392775 0.306590 0.307821 -0.008655 0.012966
-18.500000 -7.117364 -9.362476 0.308577 0.307579 0.009837 0.012604
-18.400000 -7.137882 -9.330952 0.318944 0.309864 0.030505 0.011111
-18.299999 -7.115557 -9.299242 0.304901 0.313045 0.028725 0.009218
-18.200001 -7.098679 -9.269636 0.304624 0.314944 0.002146 0.008002
-18.100000 -7.103163 -9.237828 0.324384 0.313744 -0.013332 0.006227
-18.000000 -6.965940 -9.205188 0.324072 0.312884 -0.006386 0.004404
-17.900000 -6.990209 -9.172916 0.330127 0.312564 0.001468 0.002631
-17.799999 -6.945042 -9.139229 0.335555 0.313168 0.010619 0.000160
-17.700001 -6.933998 -9.106312 0.321870 0.314255 0.002658 -0.001939
-17.600000 -6.938752 -9.075022 0.299202 0.313666 -0.005527 -0.002800
-17.500000 -6.881846 -9.045501 0.316392 0.313362 -0.003719 -0.002859
-17.400000 -6.857831 -9.011778 0.329080 0.312657 -0.015772 -0.003259
-17.299999 -6.825557 -8.980032 0.330000 0.310643 -0.008879 -0.004400
-17.200001 -6.852291 -8.946166 0.316778 0.310841 -0.003233 -0.005435
-17.100000 -6.824996 -8.916601 0.306155 0.309486 -0.020530 -0.005219
-17.000000 -6.779121 -8.884467 0.316841 0.307284 -0.013716 -0.004851
-16.900000 -6.773143 -8.853832 0.298470 0.306825 -0.004616 -0.004319
-16.799999 -6.759949 -8.824222 0.305818 0.306011 -0.009772 -0.003814
-16.700001 -6.710120 -8.792802 0.308317 0.304843 -0.014972 -0.004260
-16.600000 -6.682179 -8.763207 0.280299 0.303151 -0.015645 -0.003332
-16.500000 -6.611081 -8.735694 0.300196 0.301909 -0.009894 -0.001694
-16.400000 -6.629186 -8.703721 0.293775 0.301317 0.001431 -0.000476
-16.299999 -6.615597 -8.677146 0.276646 0.302040 0.006557 0.002334
-16.200001 -6.598252 -8.647354 0.309057 0.302483 0.006978 0.004576
-16.100000 -6.551677 -8.616737 0.276179 0.303370 0.006693 0.006416
-16.000000 -6.539110 -8.591317 0.278138 0.303579 -0.005616 0.009817
-15.900000 -6.523496 -8.560258 0.314435 0.302777 0.004800 0.011660
-15.800000 -6.516153 -8.529290 0.313035 0.304480 0.012055 0.012168
-15.700000 -6.502363 -8.497842 0.311014 0.304818 0.001254 0.013220
-15.600000 -6.415730 -8.467631 0.286344 0.305439 0.022158 0.015205
-15.500000 -6.408865 -8.440208 0.273121 0.308945 0.028876 0.018055
-15.400000 -6.361731 -8.411829 0.303950 0.310907 0.021849 0.020086
-15.300000 -6.373316 -8.379174 0.344275 0.313914 0.043230 0.020168
-15.200000 -6.364857 -8.344099 0.339292 0.318971 0.038214 0.019563
-15.100000 -6.342002 -8.311491 0.335405 0.321581 0.035407 0.019216
-15.000000 -6.276778 -8.277511 0.310544 0.326391 0.050892 0.019267
-14.900000 -6.273850 -8.248957 0.300004 0.330784 0.024982 0.020692
-14.800000 -6.218204 -8.216485 0.334228 0.331525 0.006050 0.021617
-14.700000 -6.194653 -8.183289 0.312916 0.332678 0.012318 0.022245
-14.600000 -6.174531 -8.153234 0.321360 0.334280 0.026708 0.023687
-14.500000 -6.182565 -8.118453 0.353927 0.338036 0.044214 0.023238
-14.400000 -6.112074 -8.083430 0.341405 0.342339 0.032766 0.021785
-14.300000 -6.096116 -8.049567 0.356912 0.344100 0.003143 0.020357
-14.200000 -6.086509 -8.011839 0.382854 0.343472 -0.006157 0.017565
-14.100000 -6.072615 -7.974017 0.363868 0.343327 -0.000297 0.015531
-14.000000 -6.026704 -7.938450 0.377186 0.343548 0.007758 0.013466
-13.900000 -5.998392 -7.899101 0.370396 0.345059 0.024308 0.009901
-13.800000 -5.971185 -7.865137 0.329998 0.348014 0.024221 0.008455
-13.700000 -5.995152 -7.831984 0.337237 0.349888 0.025241 0.009003
-13.600000 -5.938630 -7.797511 0.344651 0.353116 0.031548 0.009432
-13.500000 -5.918322 -7.762777 0.365225 0.355584 0.012722 0.008903
-13.400000 -5.877014 -7.725059 0.363495 0.355722 -0.001628 0.007323
-13.300000 -5.907193 -7.690635 0.340920 0.355469 -0.008147 0.006311
-13.200000 -5.818838 -7.656574 0.331095 0.354152 -0.015408 0.006952
-13.100000 -5.804933 -7.624002 0.336250 0.352807 -0.004483 0.008372
-13.000000 -5.771720 -7.589304 0.340029 0.352917 -0.007972 0.009257
-12.900000 -5.731029 -7.555980 0.342281 0.350965 -0.023962 0.009780
-12.800000 -5.697834 -7.520430 0.362059 0.348977 -0.005384 0.009276
-12.700000 -5.698867 -7.483745 0.373586 0.350041 0.017555 0.007900
-12.600000 -5.664041 -7.445898 0.380696 0.351991 0.021326 0.006452
-12.500000 -5.642090 -7.408030 0.373190 0.354008 0.015594 0.004899
-12.400000 -5.606047 -7.371546 0.356821 0.355119 0.011032 0.004494
-12.300000 -5.583391 -7.336756 0.336106 0.356359 0.011530 0.005679
-12.200000 -5.540693 -7.303888 0.329261 0.357561 0.016594 0.007970
-12.100000 -5.515002 -7.270090 0.354607 0.359708 0.023666 0.010145
-12.000000 -5.494083 -7.233337 0.366169 0.361998 0.018293 0.010925
-11.900000 -5.467255 -7.197874 0.336186 0.363455 0.018730 0.012690
-11.800000 -5.436911 -7.165558 0.328655 0.365582 0.013724 0.016165
-11.700000 -5.410427 -7.131281 0.352346 0.365898 -0.004673 0.018325
-11.600000 -5.321792 -7.094983 0.378175 0.365080 -0.005171 0.018311
-11.500000 -5.360531 -7.056089 0.387015 0.365045 -0.001057 0.017413
-11.400000 -5.324027 -7.017831 0.388568 0.364963 0.004215 0.016801
-11.300000 -5.333671 -6.978488 0.389527 0.366231 0.023248 0.016575
-11.200000 -5.284654 -6.940452 0.366169 0.369510 0.039977 0.017197
-11.100000 -5.249346 -6.904487 0.376173 0.373529 0.030257 0.017765
-11.000000 -5.202830 -6.865226 0.384346 0.375368 0.011909 0.017187
-10.900000 -5.209623 -6.828092 0.370610 0.376785 0.029089 0.017381
-10.800000 -5.178373 -6.790508 0.386950 0.381268 0.049003 0.017768
-10.700000 -5.144293 -6.751472 0.368709 0.385821 0.039977 0.018009
-10.600000 -5.110542 -6.716610 0.356391 0.388851 0.017276 0.020042
-10.500000 -5.063500 -6.679357 0.379978 0.389474 0.002462 0.022541
-10.400000 -5.031279 -6.641255 0.371452 0.389767 0.002730 0.024657
-10.300000 -5.003295 -6.604602 0.383467 0.390199 0.006294 0.026286
-10.200000 -4.977808 -6.564313 0.404959 0.391369 0.024597 0.026493
-10.100000 -4.923822 -6.523987 0.413650 0.394740 0.028519 0.025471
-10.000000 -4.889736 -6.482285 0.393230 0.396581 0.011531 0.025147
-9.900000 -4.895084 -6.444757 0.395924 0.397666 0.022369 0.025980
-9.800000 -4.879083 -6.402353 0.430329 0.400942 0.026861 0.025535
-9.700000 -4.845542 -6.359637 0.424263 0.402788 0.018782 0.024504
-9.600000 -4.800711 -6.317719 0.415977 0.405323 0.038018 0.024337
-9.500000 -4.759808 -6.276799 0.391273 0.410175 0.047308 0.025653
-9.400000 -4.724377 -6.238820 0.393164 0.414416 0.043380 0.027924
-9.300000 -4.706242 -6.197980 0.397630 0.418761 0.038428 0.029804
-9.200000 -4.673691 -6.158962 0.414113 0.421951 0.027579 0.031650
-9.100000 -4.622738 -6.115091 0.436950 0.424348 0.018514 0.032349
-9.000000 -4.621887 -6.072645 0.414827 0.426017 0.023464 0.032629
-8.900000 -4.626433 -6.031785 0.407143 0.429068 0.029389 0.034443
-8.800000 -4.534527 -5.990301 0.439403 0.431559 0.019747 0.035691
-8.700000 -4.522556 -5.944908 0.425719 0.433417 0.027349 0.036368
-8.600000 -4.514191 -5.904915 0.421938 0.437114 0.036475 0.038271
-8.500000 -4.472102 -5.859560 0.458288 0.440691 0.044923 0.039220
-8.400000 -4.442113 -5.813843 0.469030 0.445976 0.050145 0.038625
-8.300000 -4.387530 -5.766274 0.462696 0.450402 0.042220 0.038050
-8.200000 -4.361054 -5.721468 0.450475 0.454626 0.045055 0.038184
-8.100000 -4.332197 -5.675799 0.455278 0.459230 0.039266 0.039148
-8.000000 -4.326173 -5.630610 0.448707 0.462538 0.034399 0.040904
-7.900000 -4.228241 -5.585742 0.457306 0.466574 0.049627 0.042543
-7.800000 -4.194821 -5.539458 0.448231 0.472097 0.048574 0.044356
-7.700000 -4.166999 -5.495348 0.469354 0.476151 0.041086 0.046759
-7.600000 -4.128222 -5.445334 0.501897 0.480868 0.058737 0.047745
-7.500000 -4.104923 -5.395977 0.491083 0.487437 0.057946 0.048445
-7.400000 -4.064218 -5.346767 0.502257 0.491900 0.034825 0.049302
-7.300000 -4.023976 -5.296114 0.486106 0.494871 0.031308 0.050016
-7.200000 -3.993583 -5.249138 0.486346 0.498551 0.041225 0.051634
-7.100000 -3.965415 -5.198270 0.510794 0.503083 0.047831 0.052785
-7.000000 -3.908823 -5.147635 0.506408 0.508124 0.055384 0.053785
-6.900000 -3.893837 -5.097045 0.499587 0.514051 0.057897 0.055548
-6.800000 -3.846053 -5.047024 0.523127 0.519838 0.067458 0.056478
-6.700000 -3.778346 -4.992885 0.524544 0.527317 0.070212 0.057332
-6.600000 -3.746536 -4.942110 0.524766 0.533303 0.048048 0.059247
-6.500000 -3.689070 -4.887187 0.559894 0.537520 0.051169 0.059785
-6.400000 -3.668805 -4.831158 0.552004 0.543804 0.062938 0.059591
-6.300000 -3.666196 -4.777146 0.531433 0.549920 0.065135 0.061263
-6.200000 -3.603580 -4.724183 0.539982 0.556974 0.076196 0.063900
-6.100000 -3.575824 -4.669105 0.545634 0.564720 0.069225 0.066230
-6.000000 -3.534058 -4.614814 0.561133 0.570772 0.060266 0.068114
-5.900000 -3.514103 -4.556949 0.573187 0.577236 0.071423 0.069517
-5.800000 -3.438904 -4.500296 0.578818 0.584779 0.069147 0.070670
-5.700000 -3.361368 -4.440785 0.605307 0.591066 0.066511 0.070912
-5.600000 -3.346079 -4.380085 0.595052 0.598439 0.081300 0.070977
-5.500000 -3.306806 -4.321630 0.590460 0.606707 0.070049 0.072666
-5.400000 -3.261110 -4.261112 0.623034 0.612349 0.053873 0.074149
-5.300000 -3.204896 -4.197554 0.630697 0.618285 0.069926 0.074551
-5.200000 -3.180032 -4.135118 0.634242 0.626409 0.086699 0.075040
-5.100000 -3.153002 -4.070515 0.649019 0.635275 0.090136 0.075285
-5.000000 -3.064147 -4.005894 0.637884 0.644235 0.087396 0.076062
-4.900000 -3.032932 -3.942590 0.642144 0.652731 0.084853 0.077591
-4.800000 -2.944967 -3.877177 0.657992 0.661180 0.082113 0.078717
-4.700000 -2.948954 -3.811346 0.655161 0.669009 0.072531 0.080142
-4.600000 -2.909945 -3.745534 0.679383 0.675923 0.071576 0.081339
-4.500000 -2.812306 -3.675641 0.698395 0.683636 0.083530 0.081199
-4.400000 -2.770388 -3.606798 0.678369 0.692308 0.082301 0.081979
-4.300000 -2.744619 -3.539536 0.676648 0.699859 0.071387 0.084240
-4.200000 -2.680089 -3.470736 0.702045 0.706940 0.075399 0.085536
-4.100000 -2.652363 -3.399120 0.726173 0.715028 0.081352 0.085223
-4.000000 -2.583584 -3.325925 0.733794 0.723184 0.085536 0.084481
-3.900000 -2.521175 -3.252453 0.739544 0.732186 0.092381 0.084000
-3.800000 -2.462838 -3.177946 0.750614 0.741561 0.095070 0.083577
-3.700000 -2.404956 -3.102742 0.743226 0.751182 0.099060 0.083619
-3.600000 -2.348675 -3.028980 0.750500 0.761071 0.091652 0.084248
-3.500000 -2.296813 -2.952594 0.757035 0.769395 0.078364 0.084802
-3.400000 -2.224387 -2.877362 0.772576 0.777285 0.086429 0.084655
-3.300000 -2.186947 -2.798244 0.781588 0.786858 0.101351 0.084066
-3.200000 -2.107335 -2.721267 0.779415 0.797055 0.097131 0.084218
-3.100000 -2.013147 -2.641738 0.804080 0.805936 0.080127 0.084397
-3.000000 -2.008667 -2.560615 0.820299 0.813352 0.074565 0.083742
-2.900000 -1.922389 -2.477923 0.826921 0.821084 0.077285 0.082622
-2.800000 -1.879724 -2.395102 0.839013 0.828762 0.075986 0.081180
-2.700000 -1.817133 -2.309939 0.860047 0.836470 0.082993 0.079282
-2.600000 -1.730911 -2.223562 0.862820 0.845259 0.085739 0.076787
-2.500000 -1.663724 -2.137663 0.854204 0.853468 0.083206 0.074730
-2.400000 -1.619110 -2.052273 0.864071 0.861856 0.080439 0.073307
-2.300000 -1.535687 -1.964671 0.879402 0.869401 0.069934 0.070803
-2.200000 -1.493475 -1.876515 0.890788 0.876202 0.074585 0.067181
-2.100000 -1.394049 -1.786881 0.888544 0.884312 0.079147 0.064115
-2.000000 -1.320678 -1.698901 0.881917 0.891642 0.067597 0.062229
-1.900000 -1.250074 -1.610008 0.896159 0.897950 0.062027 0.060489
-1.800000 -1.223381 -1.519828 0.900778 0.904183 0.062098 0.058170
-1.700000 -1.119812 -1.429688 0.912490 0.910209 0.055213 0.055585
-1.600000 -1.059501 -1.337277 0.927785 0.915195 0.046661 0.052427
-1.500000 -1.021046 -1.244594 0.922892 0.919788 0.048459 0.049059
-1.400000 -0.910240 -1.152412 0.933187 0.924829 0.048470 0.045478
-1.300000 -0.844738 -1.058238 0.931032 0.929130 0.033856 0.041810
-1.200000 -0.775553 -0.966260 0.924391 0.931760 0.025287 0.038998
-1.100000 -0.707967 -0.872615 0.949744 0.934611 0.032747 0.035602
-1.000000 -0.634171 -0.776690 0.958002 0.938336 0.040525 0.031098
-0.900000 -0.552560 -0.681371 0.952759 0.942437 0.038008 0.026658
-0.800000 -0.487583 -0.585917 0.957825 0.945736 0.028595 0.022429
-0.700000 -0.412593 -0.489740 0.965544 0.948201 0.021702 0.018213
-0.600000 -0.332935 -0.393029 0.964764 0.950138 0.016680 0.014032
-0.500000 -0.276770 -0.296918 0.959280 0.951614 0.015003 0.009935
-0.400000 -0.194652 -0.201055 0.960059 0.953025 0.008001 0.005595
-0.300000 -0.119935 -0.105086 0.954380 0.953294 0.003410 0.001389
-0.200000 -0.043628 -0.010444 0.934649 0.953971 0.010891 -0.001314
-0.100000 0.038830 0.082712 0.950651 0.955090 0.003265 -0.003588
0.000000 0.122870 0.179749 0.966766 0.954326 -0.015438 -0.007768
0.100000 0.207159 0.275680 0.968035 0.952210 -0.025646 -0.013180
0.200000 0.265296 0.373182 0.965442 0.949456 -0.026772 -0.018265
0.300000 0.351464 0.468530 0.952551 0.946904 -0.026439 -0.022571
0.400000 0.426115 0.564016 0.953171 0.944009 -0.032599 -0.026523
0.500000 0.505103 0.659292 0.958780 0.940363 -0.039361 -0.030590
0.600000 0.573672 0.755470 0.952523 0.936246 -0.042699 -0.034821
0.700000 0.626313 0.849631 0.938819 0.932031 -0.039857 -0.038567
0.800000 0.724484 0.943706 0.945264 0.928593 -0.022890 -0.042311
0.900000 0.779227 1.038590 0.947878 0.926974 -0.022476 -0.047204
1.000000 0.851321 1.132825 0.933695 0.923256 -0.055035 -0.052010
1.100000 0.914602 1.225136 0.913568 0.916301 -0.073124 -0.055550
1.200000 1.019672 1.315638 0.894922 0.909248 -0.068785 -0.057666
1.300000 1.082031 1.404808 0.904248 0.902665 -0.061822 -0.059723
1.400000 1.133262 1.496297 0.904740 0.896711 -0.061293 -0.062960
1.500000 1.226470 1.585310 0.888206 0.890193 -0.068731 -0.066273
1.600000 1.287432 1.673961 0.872808 0.883020 -0.073844 -0.068674
1.700000 1.336267 1.760273 0.871564 0.875612 -0.070660 -0.070679
1.800000 1.393699 1.848631 0.882179 0.868682 -0.075225 -0.073635
1.900000 1.488022 1.936796 0.900648 0.860276 -0.091846 -0.078006
2.000000 1.558697 2.027534 0.872559 0.850598 -0.097668 -0.082309
2.100000 1.623900 2.110716 0.820718 0.841156 -0.089783 -0.084280
2.200000 1.668436 2.192922 0.819930 0.832921 -0.070079 -0.084552
2.300000 1.720984 2.275038 0.827196 0.826606 -0.069971 -0.085456
2.400000 1.796587 2.358191 0.827523 0.818297 -0.094423 -0.087237
2.500000 1.877193 2.440236 0.816278 0.808127 -0.102165 -0.088857
2.600000 1.915047 2.521479 0.808158 0.798394 -0.089787 -0.090302
2.700000 1.978940 2.601809 0.796958 0.789980 -0.084800 -0.091919
2.800000 2.044971 2.680988 0.793274 0.780869 -0.101930 -0.093860
2.900000 2.089691 2.759958 0.768743 0.769687 -0.114671 -0.095339
3.000000 2.159541 2.834738 0.744637 0.758363 -0.112857 -0.095225
3.100000 2.259875 2.909314 0.735411 0.747534 -0.096416 -0.094567
3.200000 2.284065 2.982272 0.740652 0.739076 -0.078834 -0.094651
3.300000 2.362056 3.057743 0.762301 0.731091 -0.087767 -0.096602
3.400000 2.410828 3.133388 0.729762 0.721419 -0.099233 -0.099052
3.500000 2.443286 3.203478 0.691161 0.711596 -0.095314 -0.099358
3.600000 2.493374 3.272438 0.683822 0.702192 -0.099071 -0.098282
3.700000 2.565306 3.340749 0.696114 0.691655 -0.107790 -0.098070
3.800000 2.622246 3.410973 0.680232 0.680779 -0.111433 -0.098571
3.900000 2.663467 3.476420 0.647350 0.669643 -0.106292 -0.097504
4.000000 2.718198 3.541524 0.662842 0.659811 -0.089433 -0.095936
4.100000 2.716868 3.608336 0.645158 0.651459 -0.083864 -0.094649
4.200000 2.790891 3.670891 0.643093 0.642631 -0.091542 -0.093585
4.300000 2.814982 3.737172 0.652249 0.632840 -0.111046 -0.094372
4.400000 2.911752 3.800501 0.624072 0.620713 -0.121427 -0.095091
4.500000 2.942575 3.862514 0.621243 0.609370 -0.100837 -0.094525
4.600000 3.004199 3.924737 0.618801 0.600579 -0.079580 -0.094450
4.700000 2.995685 3.985572 0.586884 0.592768 -0.085339 -0.094329
4.800000 3.082529 4.042405 0.568568 0.583392 -0.095314 -0.093132
4.900000 3.092974 4.099594 0.559402 0.574286 -0.079521 -0.091324
5.000000 3.167921 4.154633 0.562280 0.567103 -0.081736 -0.089689
5.100000 3.153963 4.212115 0.569245 0.557881 -0.085829 -0.089084
5.200000 3.239505 4.267834 0.550024 0.550233 -0.074080 -0.088532
5.300000 3.330431 4.322111 0.535047 0.542316 -0.095355 -0.087202
5.400000 3.341413 4.374576 0.507626 0.531482 -0.102882 -0.084805
5.500000 3.377118 4.423988 0.491554 0.522298 -0.087332 -0.081460
5.600000 3.383467 4.473701 0.506543 0.513546 -0.093755 -0.078965
5.700000 3.456994 4.525252 0.519794 0.503631 -0.096525 -0.077696
5.800000 3.485882 4.576835 0.499229 0.494656 -0.082647 -0.076339
5.900000 3.532656 4.625301 0.489006 0.487009 -0.073469 -0.074500
6.000000 3.557467 4.675015 0.496506 0.479740 -0.071945 -0.073253
6.100000 3.599552 4.723892 0.469173 0.472462 -0.076732 -0.071694
6.200000 3.618714 4.769755 0.484545 0.464620 -0.072275 -0.070354
6.300000 3.688061 4.820210 0.476846 0.458126 -0.063624 -0.069817
6.400000 3.689942 4.864108 0.424725 0.451783 -0.060694 -0.067210
6.500000 3.745157 4.906502 0.431215 0.446115 -0.051196 -0.063903
6.600000 3.738345 4.950416 0.437456 0.441366 -0.048425 -0.061912
6.700000 3.813959 4.993216 0.410593 0.436227 -0.052932 -0.059389
6.800000 3.833176 5.032875 0.398405 0.430783 -0.056858 -0.055929
6.900000 3.854825 5.073459 0.407965 0.424969 -0.056694 -0.052944
