U I Ig I' I'g I'' I''g
6.800000 1.549748 1.542642 0.137650 0.139661 -0.016063 -0.017522
6.900000 1.559995 1.555066 0.123930 0.138330 -0.012664 -0.016076
7.000000 1.580292 1.568212 0.143694 0.136961 -0.015488 -0.015103
7.100000 1.590172 1.583322 0.141658 0.135249 -0.017813 -0.015208
7.200000 1.593189 1.596263 0.128531 0.133596 -0.012141 -0.014777
7.300000 1.596319 1.609484 0.135271 0.132790 -0.006956 -0.014139
7.400000 1.632080 1.623270 0.139253 0.131860 -0.016193 -0.014025
7.500000 1.653401 1.637050 0.133271 0.129705 -0.018760 -0.014015
7.600000 1.647531 1.649684 0.117285 0.128345 -0.011363 -0.013338
7.700000 1.684636 1.660874 0.115480 0.127184 -0.015973 -0.011968
7.800000 1.670864 1.673125 0.127068 0.125332 -0.013130 -0.011056
7.900000 1.662199 1.685995 0.125023 0.124764 -0.000561 -0.010741
8.000000 1.688188 1.698164 0.127082 0.124737 -0.007806 -0.010610
8.100000 1.732910 1.711166 0.118796 0.123098 -0.018751 -0.010390
8.200000 1.721098 1.721997 0.112089 0.121375 -0.013474 -0.009664
8.300000 1.738425 1.734102 0.127487 0.120373 -0.010871 -0.009201
8.400000 1.759703 1.747147 0.128815 0.119105 -0.012541 -0.009412
8.500000 1.760659 1.759376 0.110166 0.117980 -0.009906 -0.009001
8.600000 1.759947 1.769608 0.110384 0.117277 -0.001165 -0.008081
8.700000 1.755525 1.781597 0.114512 0.117637 0.004265 -0.007700
8.800000 1.798735 1.792454 0.114516 0.117763 -0.004826 -0.007205
8.900000 1.820021 1.804730 0.125724 0.116753 -0.009446 -0.006912
9.000000 1.815559 1.817250 0.123361 0.115992 -0.009907 -0.007432
9.100000 1.853326 1.829095 0.109287 0.114800 -0.010873 -0.007412
9.200000 1.817626 1.839348 0.105475 0.114027 -0.002567 -0.006540
9.300000 1.847393 1.850368 0.107489 0.114081 -0.002426 -0.005699
9.400000 1.870252 1.860864 0.108634 0.113327 -0.011374 -0.005081
9.500000 1.888895 1.872234 0.115628 0.112112 -0.007573 -0.004781
9.600000 1.868283 1.883908 0.118511 0.111923 0.000561 -0.004778
9.700000 1.899292 1.895970 0.124854 0.111938 -0.003348 -0.005339
9.800000 1.912641 1.908539 0.118124 0.111261 -0.005583 -0.006067
9.900000 1.928645 1.919457 0.105850 0.110838 -0.006970 -0.005901
10.000000 1.925133 1.930055 0.109037 0.109819 -0.011495 -0.005517
10.100000 1.936939 1.941077 0.102050 0.108760 -0.007376 -0.005179
10.200000 1.948216 1.950659 0.102565 0.108433 -0.000442 -0.004763
10.300000 1.952525 1.961831 0.113239 0.108601 0.004194 -0.005060
10.400000 1.958825 1.973009 0.111640 0.109073 0.002099 -0.005574
10.500000 1.998470 1.983987 0.103312 0.108852 -0.006236 -0.005507
10.600000 2.005824 1.993934 0.106188 0.107929 -0.009845 -0.005329
10.700000 2.013238 2.005257 0.110707 0.106928 -0.012954 -0.005541
10.800000 2.019483 2.015748 0.100298 0.105493 -0.011014 -0.005638
10.900000 2.028004 2.025653 0.105620 0.104909 -0.001352 -0.005593
11.000000 2.042586 2.036743 0.104322 0.104996 -0.001375 -0.005480
11.100000 2.047027 2.046469 0.101130 0.104574 -0.002800 -0.005070
11.200000 2.054550 2.057093 0.102412 0.104459 -0.002148 -0.004843
11.300000 2.052238 2.067100 0.109002 0.103972 -0.008795 -0.005128
11.400000 2.082122 2.078891 0.117415 0.102760 -0.013228 -0.006031
11.500000 2.100783 2.090050 0.103996 0.101536 -0.009968 -0.006652
11.600000 2.097788 2.099794 0.096232 0.100845 -0.003835 -0.006415
11.700000 2.106073 2.109531 0.097497 0.100619 -0.003883 -0.006219
11.800000 2.119601 2.119261 0.094712 0.100020 -0.005384 -0.005839
11.900000 2.120642 2.128789 0.105874 0.099591 -0.004644 -0.005519
12.000000 2.161528 2.140210 0.107661 0.099084 -0.004610 -0.005997
12.100000 2.129394 2.150077 0.100181 0.098704 -0.002881 -0.006266
12.200000 2.160035 2.160371 0.099628 0.098461 -0.002609 -0.006195
12.300000 2.158356 2.169858 0.092353 0.098063 -0.006426 -0.005930
12.400000 2.200137 2.178903 0.087774 0.097086 -0.014755 -0.005107
12.500000 2.193158 2.187509 0.085953 0.095423 -0.010958 -0.004189
12.600000 2.203104 2.196249 0.088794 0.095041 -0.001252 -0.003575
12.700000 2.210292 2.205484 0.101432 0.094847 -0.005723 -0.003570
12.800000 2.217577 2.216151 0.098125 0.093985 -0.004971 -0.003654
12.900000 2.219579 2.225004 0.091295 0.093842 -0.004296 -0.003194
13.000000 2.267847 2.234655 0.094969 0.092964 -0.011390 -0.002667
13.100000 2.249792 2.243964 0.096359 0.091838 -0.007024 -0.002517
13.200000 2.263197 2.253872 0.096010 0.091625 -0.001326 -0.002548
13.300000 2.253778 2.263108 0.094072 0.091555 0.003425 -0.002430
13.400000 2.242180 2.272592 0.088484 0.092291 0.008485 -0.002061
13.500000 2.262848 2.280838 0.082475 0.093056 0.006052 -0.001172
13.600000 2.284326 2.289528 0.095976 0.093450 0.002935 -0.000691
13.700000 2.291723 2.299630 0.092165 0.093566 -0.003742 -0.000951
13.800000 2.330071 2.307757 0.079386 0.092848 -0.005636 -0.000600
13.900000 2.305513 2.316066 0.091712 0.092729 0.004272 -0.000320
14.000000 2.323320 2.325757 0.087444 0.093512 0.006424 -0.000205
14.100000 2.357022 2.333578 0.084020 0.093755 -0.001452 0.000541
14.200000 2.337455 2.342920 0.095696 0.093353 -0.003550 0.000832
14.300000 2.353988 2.352546 0.098170 0.093196 -0.000125 0.000553
14.400000 2.357522 2.362668 0.107796 0.093297 0.001319 -0.000133
14.500000 2.373296 2.373760 0.103850 0.093462 0.003930 -0.001031
14.600000 2.375666 2.383271 0.094218 0.093897 -0.000872 -0.001388
14.700000 2.415230 2.392751 0.091236 0.093280 -0.006702 -0.001388
14.800000 2.380963 2.401535 0.086343 0.092886 0.001640 -0.001079
14.900000 2.392074 2.410382 0.095625 0.093416 0.000912 -0.001016
15.000000 2.423090 2.420713 0.107750 0.093016 -0.001891 -0.001769
15.100000 2.432090 2.431428 0.100076 0.093222 0.004280 -0.002484
15.200000 2.445971 2.440604 0.087905 0.093605 -0.000914 -0.002482
15.300000 2.465350 2.449418 0.092716 0.092988 -0.007184 -0.002313
15.400000 2.466336 2.459142 0.096202 0.092241 -0.010980 -0.002363
15.500000 2.475099 2.468470 0.091940 0.090938 -0.010368 -0.002463
15.600000 2.462592 2.477583 0.091619 0.090381 -0.001447 -0.002801
15.700000 2.483393 2.486623 0.083008 0.090543 0.002930 -0.002798
15.800000 2.476184 2.494418 0.083902 0.090816 0.002750 -0.002316
15.900000 2.515873 2.503539 0.090501 0.090903 -0.004304 -0.002019
16.000000 2.522459 2.512232 0.083319 0.089960 -0.011552 -0.001581
16.100000 2.548342 2.520534 0.091768 0.088863 -0.008590 -0.001496
16.200001 2.549708 2.530393 0.092057 0.088364 -0.001400 -0.001749
16.299999 2.522546 2.538706 0.082746 0.088444 -2.603667E-6 -0.001400
16.400000 2.558188 2.547141 0.082493 0.088285 -0.001187 -0.000870
16.500000 2.553428 2.555225 0.080422 0.088230 -0.000779 -3.237495E-5
16.600000 2.564663 2.563556 0.092146 0.088077 -0.003158 0.000620
16.700001 2.565498 2.573515 0.097622 0.087718 -0.000823 0.000318
16.799999 2.578928 2.582880 0.096968 0.087975 0.003430 -5.430858E-5
16.900000 2.572510 2.592673 0.088169 0.088405 0.007871 -0.000147
17.000000 2.574622 2.600461 0.075833 0.089458 0.010107 0.000477
17.100000 2.597430 2.608357 0.084719 0.090131 -9.720107E-5 0.001491
17.200001 2.639131 2.617352 0.089594 0.089659 -0.001034 0.001728
17.299999 2.620546 2.626146 0.089581 0.090135 0.006409 0.001591
17.400000 2.642491 2.635261 0.089370 0.090730 0.003947 0.001527
17.500000 2.636100 2.644131 0.095054 0.091007 0.006618 0.001281
17.600000 2.650037 2.653990 0.088727 0.091894 0.003338 0.001260
17.700001 2.671729 2.661913 0.084072 0.091501 -0.007796 0.001636
17.799999 2.680064 2.671043 0.088422 0.090679 -0.004888 0.001763
17.900000 2.681839 2.679667 0.092918 0.090642 0.000814 0.001607
18.000000 2.679412 2.689911 0.112615 0.090886 0.008792 0.000640
18.100000 2.688284 2.701352 0.097462 0.092186 0.009733 -0.000573
18.200001 2.737248 2.709390 0.081861 0.092485 -0.003614 -0.000558
18.299999 2.734376 2.718545 0.102046 0.091750 -0.004279 -0.000650
18.400000 2.713966 2.729223 0.095242 0.091736 -0.001327 -0.001317
18.500000 2.744458 2.737564 0.088296 0.091329 -0.006354 -0.001577
18.600000 2.760468 2.747250 0.099050 0.090702 -0.001228 -0.002103
18.700001 2.731040 2.756807 0.083899 0.091106 0.004741 -0.002478
18.799999 2.757226 2.764308 0.080354 0.091428 0.001837 -0.001980
18.900000 2.760020 2.773349 0.096195 0.091446 0.000158 -0.001929
19.000000 2.787636 2.783163 0.093304 0.091216 -0.012440 -0.002301
19.100000 2.814892 2.792213 0.103133 0.089224 -0.015368 -0.003095
19.200001 2.766222 2.803254 0.090988 0.088586 0.000228 -0.004179
19.299999 2.831396 2.810318 0.074170 0.088848 -0.002961 -0.003994
19.400000 2.844784 2.818816 0.089275 0.087935 -0.007611 -0.003554
19.500000 2.817651 2.827702 0.080817 0.087564 -0.001509 -0.003319
19.600000 2.839509 2.835199 0.081899 0.087446 -0.004417 -0.002778
19.700001 2.850732 2.844403 0.097205 0.086746 -0.004542 -0.002922
19.799999 2.829253 2.854144 0.090835 0.086689 0.002663 -0.003239
19.900000 2.869926 2.862616 0.088797 0.086962 -0.003813 -0.003261
20.000000 2.887932 2.871902 0.088101 0.085976 -0.007012 -0.003329
20.100000 2.869460 2.879908 0.070785 0.085618 -0.007883 -0.002335
20.200001 2.920148 2.886759 0.084065 0.084354 -0.013025 -0.001305
20.299999 2.885585 2.896535 0.087363 0.083446 0.000278 -0.001385
20.400000 2.912833 2.904037 0.082858 0.084226 0.004946 -0.001295
20.500000 2.900581 2.913293 0.087461 0.084264 0.003610 -0.001208
20.600000 2.901889 2.921394 0.085803 0.084966 0.005002 -0.001291
20.700001 2.953755 2.930443 0.084359 0.085034 -0.004253 -0.001061
20.799999 2.935597 2.938271 0.082702 0.084382 -0.001912 -0.000685
20.900000 2.935142 2.947074 0.086083 0.084695 0.001373 -0.000707
21.000000 2.955015 2.955204 0.075493 0.084547 -0.001271 -0.000516
21.100000 2.955775 2.962608 0.085788 0.084700 0.008444 -0.000255
21.200001 2.958761 2.971945 0.076587 0.085951 0.006261 -7.368874E-5
21.299999 2.971510 2.978055 0.071913 0.085800 -0.001445 0.000745
21.400000 2.988935 2.986876 0.090567 0.085835 -0.001074 0.000659
21.500000 3.039166 2.995764 0.090065 0.085502 -0.005781 -8.862605E-6
21.600000 2.987778 3.004939 0.095567 0.084855 -0.003264 -0.000373
21.700001 3.029526 3.014477 0.083314 0.084897 0.000426 -0.000816
21.799999 3.015122 3.021902 0.083523 0.084913 0.003350 -0.000815
21.900000 3.014126 3.031492 0.097390 0.085458 0.002198 -0.001122
22.000000 3.040646 3.040825 0.085689 0.085318 0.000189 -0.001587
22.100000 3.043407 3.048992 0.091326 0.085500 -0.001515 -0.001778
22.200001 3.065538 3.059076 0.097062 0.085023 -0.004085 -0.002794
22.299999 3.048459 3.067914 0.080892 0.084914 0.004171 -0.003368
22.400000 3.070837 3.075728 0.088089 0.085531 -0.001537 -0.003161
22.500000 3.099478 3.085137 0.075870 0.084557 -0.009074 -0.003083
22.600000 3.093251 3.091154 0.073870 0.084012 -0.004033 -0.002435
22.700001 3.102199 3.100275 0.086694 0.083652 -0.004314 -0.001996
22.799999 3.109668 3.108191 0.084693 0.083134 -0.004221 -0.002093
22.900000 3.136983 3.117404 0.094136 0.082713 -0.008358 -0.002484
23.000000 3.131136 3.126547 0.083156 0.081562 -0.008388 -0.002848
23.100000 3.126523 3.134158 0.079303 0.081099 -0.005285 -0.002904
23.200001 3.167552 3.142442 0.075775 0.080288 -0.012901 -0.002599
23.299999 3.144352 3.149399 0.074290 0.078866 -0.005790 -0.001813
23.400000 3.135609 3.157545 0.084875 0.079182 0.002897 -0.001818
23.500000 3.186520 3.165836 0.070110 0.079199 0.000566 -0.001760
23.600000 3.165520 3.172084 0.078628 0.079476 0.007825 -0.001171
23.700001 3.179332 3.181576 0.088008 0.080539 0.005962 -0.001251
23.799999 3.195759 3.189110 0.072443 0.080510 -0.001601 -0.001170
23.900000 3.208580 3.196433 0.074665 0.080319 -0.004869 -0.000794
24.000000 3.206137 3.204008 0.073217 0.079634 -0.005439 -0.000205
24.100000 3.200483 3.211163 0.075969 0.079375 -0.001002 0.000526
24.200001 3.217365 3.219093 0.074301 0.079488 0.004904 0.000961
24.299999 3.211644 3.225952 0.067201 0.080354 0.012420 0.001861
24.400000 3.219520 3.233156 0.087526 0.081584 0.004054 0.002229
24.500000 3.244944 3.243026 0.088449 0.081239 -0.000307 0.001632
24.600000 3.230682 3.250655 0.081684 0.081699 0.003300 0.001283
24.700001 3.292583 3.259802 0.096191 0.081641 -0.005718 0.000328
24.799999 3.260410 3.269341 0.086091 0.080838 -0.002618 -0.000634
24.900000 3.263455 3.277083 0.080671 0.081216 0.003681 -0.000817
25.000000 3.296060 3.285596 0.079765 0.081442 0.004000 -0.000832
25.100000 3.281399 3.293045 0.077711 0.082048 0.006968 -0.000651
25.200001 3.293051 3.301316 0.081685 0.082699 0.003842 -0.000551
25.299999 3.311586 3.309585 0.093961 0.082911 0.006004 -0.001088
25.400000 3.295642 3.319896 0.100119 0.083735 0.001943 -0.002476
25.500000 3.342876 3.328931 0.077619 0.083131 -0.009643 -0.003139
25.600000 3.346722 3.335944 0.079776 0.082127 -0.006760 -0.003063
25.700001 3.357608 3.344831 0.077401 0.081623 -0.012225 -0.003195
25.799999 3.379647 3.351365 0.071162 0.079781 -0.014249 -0.002912
25.900000 3.358352 3.359419 0.080365 0.079035 -0.005435 -0.002730
26.000000 3.387362 3.367248 0.079408 0.078519 -0.005194 -0.002822
26.100000 3.362551 3.375452 0.085956 0.078051 -0.001638 -0.003068
26.200001 3.374176 3.384344 0.089628 0.078145 0.001100 -0.003738
26.299999 3.391016 3.393044 0.078763 0.078004 -0.006368 -0.004223
26.400000 3.428172 3.400428 0.084494 0.076820 -0.016735 -0.004656
26.500000 3.409268 3.409605 0.074853 0.075097 -0.009870 -0.004654
26.600000 3.392217 3.415441 0.067365 0.074973 0.001298 -0.003770
26.700001 3.417311 3.423323 0.071098 0.075071 0.000528 -0.002962
26.799999 3.429796 3.429332 0.057515 0.075058 0.000213 -0.001676
26.900000 3.429530 3.435414 0.070412 0.075142 0.001218 -0.000434
27.000000 3.427865 3.443152 0.069852 0.075281 0.001735 0.000171
27.100000 3.468355 3.449394 0.069927 0.075392 -0.001164 0.000911
27.200001 3.468132 3.457347 0.079682 0.074981 -0.007102 0.001327
27.299999 3.475742 3.465059 0.078720 0.074142 -0.006336 0.001479
27.400000 3.466649 3.472857 0.069112 0.073805 -0.003083 0.002135
27.500000 3.488364 3.479014 0.063927 0.073587 0.001969 0.003500
27.600000 3.465423 3.486055 0.075023 0.074238 0.008925 0.004454
27.700001 3.512246 3.493926 0.081834 0.075241 0.010214 0.004612
27.799999 3.483790 3.502124 0.077123 0.076323 0.014775 0.004866
27.900000 3.507377 3.509368 0.072918 0.078008 0.011831 0.005278
28.000000 3.520855 3.517040 0.083289 0.078646 0.007278 0.005624
28.100000 3.518434 3.525756 0.081748 0.079632 0.010344 0.005944
28.200001 3.529567 3.533282 0.077328 0.080580 0.007090 0.006403
28.299999 3.536133 3.541205 0.072011 0.081064 0.004297 0.007145
28.400000 3.554780 3.547836 0.071684 0.081593 0.007415 0.007850
28.500000 3.557467 3.555776 0.079910 0.082580 0.011926 0.008400
28.600000 3.557118 3.563832 0.088522 0.083814 0.010173 0.008710
28.700001 3.557513 3.573275 0.088419 0.084519 0.004605 0.008596
28.799999 3.589469 3.581606 0.093824 0.084901 0.005871 0.008482
28.900000 3.581911 3.591871 0.092901 0.085748 0.008859 0.008368
29.000000 3.590658 3.600006 0.083820 0.086595 0.008471 0.008255
29.100000 3.610888 3.608990 0.090546 0.087442 0.008471 0.008141
29.200001 3.626411 3.617974 0.089838 0.088289 0.008471 0.008027
29.299999 3.634499 3.626957 0.089838 0.089136 0.008471 0.007913
29.400000 3.615011 3.635941 0.089838 0.089983 0.008471 0.007800
29.500000 3.633378 3.644925 0.089838 0.090830 0.008471 0.007686
29.600000 3.657538 3.653909 0.089838 0.091677 0.008471 0.007572
